directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8038245,1,5,1,10,2024,2,5,2.0,,152
8038246,1,1,1,10,2024,2,63,10.0,,153
8038248,1,1,1,10,2024,1,52,3.0,1500000.0,159
8038249,1,1,1,10,2024,2,37,10.0,1950000.0,161
8038250,1,1,1,10,2024,1,69,3.0,,163
8038253,1,3,1,10,2024,2,45,8.0,,172
8038253,1,4,1,10,2024,1,19,5.0,,173
8038254,1,4,1,10,2024,1,44,5.0,1000000.0,178
8038254,1,8,1,10,2024,1,8,3.0,,182
8038254,1,9,1,10,2024,2,2,,,183
8038255,1,1,1,10,2024,2,67,5.0,,184
8038256,1,2,1,10,2024,1,43,6.0,800000.0,186
8038258,1,2,1,10,2024,2,76,3.0,,190
8038261,1,2,1,10,2024,1,18,10.0,,198
8038263,1,2,1,10,2024,1,14,4.0,,206
8038267,1,3,1,10,2024,1,59,4.0,2100000.0,222
8038270,1,2,1,10,2024,2,21,5.0,,229
8038270,1,3,1,10,2024,1,3,1.0,,230
8038270,1,4,1,10,2024,1,2,,,231
8038271,1,3,1,10,2024,2,15,5.0,,236
8038271,1,4,1,10,2024,1,5,1.0,,237
8038278,1,2,1,10,2024,2,33,9.0,1300000.0,245
8038279,1,1,1,10,2024,2,40,5.0,1750000.0,248
8038279,1,2,1,10,2024,2,12,4.0,,249
8038280,1,1,1,10,2024,1,74,3.0,,251
8038281,1,3,1,10,2024,2,17,4.0,,256
8038285,1,3,1,10,2024,1,25,9.0,2400000.0,264
8038285,1,4,1,10,2024,2,30,10.0,2600000.0,265
8038285,1,5,1,10,2024,2,10,3.0,,266
8038286,1,3,1,10,2024,2,29,9.0,2300000.0,269
8038286,1,4,1,10,2024,1,5,2.0,,270
8038286,1,6,1,10,2024,2,8,3.0,,272
8038287,1,1,1,10,2024,1,34,10.0,3000000.0,274
8038289,1,1,1,10,2024,2,67,5.0,,278
8038290,1,2,1,10,2024,2,51,5.0,,281
8038291,1,2,1,10,2024,2,42,5.0,1680000.0,283
8038293,1,4,1,10,2024,1,8,3.0,,290
8038294,1,1,1,10,2024,1,66,11.0,,292
8038295,1,2,1,10,2024,1,64,5.0,3500000.0,295
8038297,1,1,1,10,2024,1,57,5.0,1200000.0,300
8038297,1,5,1,10,2024,1,9,3.0,,304
8038297,1,6,1,10,2024,2,6,2.0,,305
8038299,1,1,1,10,2024,2,41,10.0,3500000.0,309
8038300,1,2,1,10,2024,2,33,10.0,,311
8038300,1,3,1,10,2024,1,4,2.0,,312
8038301,1,1,1,10,2024,2,62,9.0,,313
8038302,1,2,1,10,2024,2,21,10.0,,315
8038303,1,1,1,10,2024,1,68,10.0,,316
8038303,1,3,1,10,2024,1,38,10.0,,318
8038305,1,1,1,10,2024,1,27,10.0,4500000.0,320
8038305,1,2,1,10,2024,2,26,10.0,4000000.0,321
8038306,1,1,1,10,2024,2,43,5.0,1300000.0,322
8038306,1,2,1,10,2024,2,15,4.0,,323
8038307,1,1,1,10,2024,1,56,4.0,1300000.0,324
8038307,1,2,1,10,2024,2,58,3.0,1300000.0,325
8038310,1,2,1,10,2024,1,17,5.0,,334
8038311,1,2,1,10,2024,2,36,3.0,1750000.0,336
8038311,1,4,1,10,2024,2,17,9.0,,338
8038312,1,1,1,10,2024,1,74,3.0,,339
8038313,1,1,1,10,2024,1,39,3.0,2100000.0,341
8038313,1,4,1,10,2024,2,16,4.0,,344
8038314,1,1,1,10,2024,1,37,10.0,2000000.0,345
8038315,1,1,1,10,2024,2,56,5.0,,346
8038315,1,2,1,10,2024,2,28,10.0,,347
8038316,1,2,1,10,2024,2,32,5.0,1770000.0,349
8038317,1,1,1,10,2024,1,35,5.0,2800000.0,352
8038320,1,2,1,10,2024,2,60,10.0,,359
8038322,1,1,1,10,2024,2,85,3.0,,364
8038323,1,1,1,10,2024,1,69,10.0,,367
8038324,1,1,1,10,2024,1,60,10.0,5300000.0,372
8038325,1,2,1,10,2024,2,35,10.0,3800000.0,377
8038329,1,3,1,10,2024,2,23,10.0,1400000.0,386
8038330,1,2,1,10,2024,2,37,10.0,5800000.0,388
8038331,1,1,1,10,2024,2,70,3.0,,390
8038331,1,3,1,10,2024,2,40,5.0,1300000.0,392
8038331,1,4,1,10,2024,2,15,4.0,,393
8038331,1,5,1,10,2024,2,14,4.0,,394
8038333,1,1,1,10,2024,2,77,3.0,,398
8038334,1,2,1,10,2024,2,28,10.0,3000000.0,401
8038336,1,2,1,10,2024,2,7,3.0,,405
8038338,1,2,1,10,2024,2,27,11.0,,408
8038338,1,3,1,10,2024,1,76,1.0,,409
8038340,1,1,1,10,2024,1,34,10.0,2800000.0,410
8038342,1,3,1,10,2024,2,38,10.0,2600000.0,414
8038342,1,6,1,10,2024,2,13,4.0,,417
8038343,1,1,1,10,2024,1,44,5.0,1830000.0,418
8038343,1,3,1,10,2024,1,20,10.0,,420
8038344,1,1,1,10,2024,2,70,10.0,,422
8038344,1,2,1,10,2024,1,84,10.0,,423
8038345,1,1,1,10,2024,2,77,5.0,500000.0,424
8038346,1,1,1,10,2024,2,61,5.0,,426
8038350,1,2,1,10,2024,2,46,10.0,9600000.0,432
8038351,1,1,1,10,2024,1,53,4.0,700000.0,434
8038351,1,2,1,10,2024,2,50,4.0,700000.0,435
8038351,1,3,1,10,2024,2,8,3.0,,436
8038351,1,7,1,10,2024,2,7,3.0,,440
8038354,1,1,1,10,2024,1,81,5.0,,447
8038354,1,2,1,10,2024,2,70,4.0,,448
8038355,1,2,1,10,2024,2,24,5.0,2000000.0,450
8038356,1,4,1,10,2024,1,19,4.0,1300000.0,455
8038357,1,1,1,10,2024,1,57,3.0,1000000.0,458
8038358,1,3,1,10,2024,1,16,10.0,,461
8038359,1,2,1,10,2024,1,23,4.0,,463
8038360,1,2,1,10,2024,2,57,10.0,6000000.0,467
8038360,1,4,1,10,2024,2,78,3.0,1900000.0,469
8038364,1,1,1,10,2024,2,49,8.0,2600000.0,476
8038364,1,2,1,10,2024,2,80,3.0,,477
8038365,1,4,1,10,2024,1,4,1.0,,481
8038366,1,1,1,10,2024,1,71,3.0,,482
8038367,1,2,1,10,2024,1,62,3.0,700000.0,488
8038368,1,3,1,10,2024,1,45,5.0,,491
8038368,1,4,1,10,2024,2,39,8.0,,492
8038369,1,2,1,10,2024,2,61,10.0,,496
8038369,1,3,1,10,2024,1,22,10.0,,497
8038371,1,3,1,10,2024,2,28,10.0,6000000.0,501
8038372,1,2,1,10,2024,1,66,3.0,1300000.0,504
8038377,1,1,1,10,2024,2,33,5.0,2000000.0,513
8038379,1,1,1,10,2024,1,60,10.0,7800000.0,516
8038380,1,1,1,10,2024,1,39,11.0,5000000.0,517
8038380,1,4,1,10,2024,2,39,5.0,1880000.0,520
8038381,1,2,1,10,2024,2,18,9.0,,522
8038381,1,3,1,10,2024,1,16,4.0,,523
8038383,1,1,1,10,2024,2,72,3.0,,527
8038383,1,4,1,10,2024,2,12,4.0,,530
8038385,1,2,1,10,2024,2,67,3.0,,535
8038386,1,3,1,10,2024,1,8,3.0,,538
8038388,1,3,1,10,2024,2,39,4.0,1850000.0,543
8038391,1,2,1,10,2024,1,21,10.0,,550
8038393,1,3,1,10,2024,2,15,4.0,,554
8038393,1,4,1,10,2024,2,52,3.0,2362000.0,555
8038395,1,1,1,10,2024,1,60,3.0,800000.0,556
8038396,1,2,1,10,2024,1,37,9.0,1500000.0,559
8038396,1,5,1,10,2024,1,11,3.0,,562
8038397,1,2,1,10,2024,1,18,5.0,,564
8038399,1,1,1,10,2024,1,26,8.0,1000000.0,565
8038399,1,3,1,10,2024,1,3,1.0,,567
8038399,1,5,1,10,2024,2,47,5.0,,569
8038400,1,2,1,10,2024,2,68,3.0,,571
8038402,1,2,1,10,2024,2,29,4.0,,579
8038402,1,3,1,10,2024,2,13,4.0,,580
8038402,1,4,1,10,2024,1,10,3.0,,581
8038404,1,1,1,10,2024,2,50,5.0,865000.0,585
8038405,1,5,1,10,2024,2,88,3.0,,593
8038408,1,3,1,10,2024,1,63,3.0,,597
8038410,1,1,1,10,2024,1,45,10.0,3000000.0,601
8038410,1,2,1,10,2024,2,44,10.0,4000000.0,602
8038411,1,3,1,10,2024,2,13,4.0,,606
8038415,1,2,1,10,2024,1,66,3.0,,611
8038415,2,4,2,10,2024,2,14,4.0,,617
8038415,2,6,2,10,2024,2,14,4.0,,619
8038415,2,7,2,10,2024,2,12,4.0,,620
8038418,1,1,1,10,2024,2,76,1.0,,625
8038419,1,2,1,10,2024,2,30,10.0,1600000.0,627
8038420,1,1,1,10,2024,2,61,5.0,1450000.0,629
8038422,1,2,1,10,2024,2,28,4.0,,634
8038424,1,2,1,10,2024,2,33,10.0,3000000.0,636
8038425,1,1,1,10,2024,1,69,4.0,100000.0,638
8038427,1,1,1,10,2024,1,41,9.0,2600000.0,640
8038428,1,1,1,10,2024,2,58,5.0,,642
8038428,1,2,1,10,2024,2,38,5.0,1883000.0,643
8038428,1,4,1,10,2024,2,9,1.0,,645
8038432,1,1,1,10,2024,1,67,5.0,1800000.0,651
8038435,1,1,1,10,2024,1,66,3.0,100000.0,653
8038436,1,1,1,10,2024,2,61,3.0,,655
8038437,1,1,1,10,2024,2,92,1.0,,658
8038441,1,2,1,10,2024,2,65,9.0,,663
8038441,1,3,1,10,2024,2,32,12.0,,664
8038443,1,2,1,10,2024,1,19,9.0,,670
8038444,1,3,1,10,2024,1,35,10.0,,673
8038446,1,2,1,10,2024,2,67,8.0,4000000.0,675
8038447,1,1,1,10,2024,2,27,8.0,1300000.0,676
8038459,1,1,1,10,2024,1,27,3.0,2000000.0,685
8038459,1,2,1,10,2024,2,22,8.0,1300000.0,686
8038467,1,1,1,10,2024,1,47,5.0,1462000.0,701
8038468,1,3,1,10,2024,2,20,10.0,,706
8038470,1,2,1,10,2024,2,62,3.0,400000.0,710
8038474,1,1,1,10,2024,1,37,5.0,1600000.0,714
8038474,1,5,1,10,2024,2,4,2.0,,718
8038477,1,2,1,10,2024,2,86,1.0,,721
8038480,1,2,1,10,2024,2,46,5.0,1880000.0,728
8038480,1,3,1,10,2024,1,85,1.0,,729
8038482,1,1,1,10,2024,2,51,3.0,,734
8038482,1,2,1,10,2024,2,94,3.0,,735
8038486,1,2,1,10,2024,2,60,3.0,,745
8038486,1,3,1,10,2024,2,19,5.0,318000.0,746
8038488,1,4,1,10,2024,1,24,1.0,,751
8038489,1,3,1,10,2024,2,17,5.0,,754
8038494,1,1,1,10,2024,2,71,3.0,,756
8038495,1,6,1,10,2024,1,25,10.0,1100000.0,762
8038497,1,1,1,10,2024,2,51,8.0,1900000.0,765
8038497,2,1,2,10,2024,1,20,5.0,1300000.0,768
8038500,1,1,1,10,2024,1,61,11.0,10400000.0,769
8038500,1,2,1,10,2024,2,47,12.0,8000000.0,770
8038502,1,1,1,10,2024,1,36,5.0,1600000.0,775
8038503,1,2,1,10,2024,2,69,4.0,,778
8038503,1,3,1,10,2024,1,44,11.0,5000000.0,779
8038511,1,1,1,10,2024,2,70,5.0,,793
8038511,1,2,1,10,2024,1,32,10.0,,794
8038512,1,1,1,10,2024,2,69,3.0,,795
8038512,1,3,1,10,2024,1,14,4.0,,797
8038513,2,1,2,10,2024,2,22,10.0,1830000.0,799
8038513,3,1,3,10,2024,2,26,9.0,1936000.0,800
8038517,1,2,1,10,2024,1,36,5.0,1300000.0,807
8038518,1,1,1,10,2024,1,75,3.0,200000.0,808
8038518,1,3,1,10,2024,1,28,4.0,300000.0,810
8038518,1,4,1,10,2024,1,26,4.0,200000.0,811
8038520,1,1,1,10,2024,1,39,3.0,1462000.0,815
8038521,1,1,1,10,2024,2,54,5.0,550000.0,818
8038522,1,1,1,10,2024,1,42,5.0,1462000.0,821
8038522,1,3,1,10,2024,1,20,5.0,,823
8038523,1,3,1,10,2024,1,4,2.0,,827
8038523,1,4,1,10,2024,2,1,,,828
8038530,1,1,1,10,2024,1,42,5.0,2000000.0,838
8038530,1,5,1,10,2024,2,3,1.0,,842
8038530,1,11,1,10,2024,1,20,4.0,320000.0,848
8038530,1,12,1,10,2024,1,18,3.0,,849
8038536,1,1,1,10,2024,1,56,3.0,1400000.0,860
8038536,1,4,1,10,2024,1,29,10.0,7000000.0,863
8038542,1,3,1,10,2024,1,32,5.0,1800000.0,881
8038544,1,2,1,10,2024,1,25,5.0,0.0,884
8038545,1,1,1,10,2024,1,61,11.0,3900000.0,885
8038545,1,3,1,10,2024,1,25,11.0,2600000.0,887
8038546,1,1,1,10,2024,2,72,10.0,,889
8038549,1,1,1,10,2024,1,46,5.0,,890
8038551,1,1,1,10,2024,2,74,11.0,,891
8038552,1,1,1,10,2024,1,36,5.0,650000.0,893
8038555,1,1,1,10,2024,1,23,10.0,3000000.0,895
8038556,1,1,1,10,2024,2,52,3.0,1400000.0,897
8038557,1,2,1,10,2024,2,12,4.0,,899
8038557,1,5,1,10,2024,2,65,3.0,,902
8038562,1,1,1,10,2024,2,26,3.0,660000.0,908
8038562,1,2,1,10,2024,1,2,,,909
8038563,1,1,1,10,2024,2,32,5.0,250000.0,910
8038563,1,3,1,10,2024,2,14,4.0,,912
8038567,1,3,1,10,2024,1,21,5.0,1700000.0,923
8038568,1,2,1,10,2024,2,24,5.0,120000.0,925
8038569,1,2,1,10,2024,2,62,3.0,,928
8038571,1,2,1,10,2024,2,28,12.0,,930
8038573,1,1,1,10,2024,1,71,3.0,600000.0,932
8038574,1,1,1,10,2024,1,45,4.0,1000000.0,934
8038585,1,1,1,10,2024,1,71,3.0,480000.0,935
8038589,1,3,1,10,2024,1,83,1.0,,938
8038590,1,1,1,10,2024,2,37,8.0,2000000.0,939
8038590,1,3,1,10,2024,2,16,5.0,,941
8038592,1,3,1,10,2024,1,39,8.0,2000000.0,944
8038596,1,1,1,10,2024,1,70,4.0,140000.0,950
8038598,1,2,1,10,2024,1,22,5.0,1300000.0,953
8038598,1,3,1,10,2024,2,19,5.0,,954
8038598,1,4,1,10,2024,1,4,2.0,,955
8038598,1,5,1,10,2024,2,16,4.0,,956
8038599,1,2,1,10,2024,1,65,3.0,,958
8038600,1,2,1,10,2024,2,59,3.0,,960
8038600,1,3,1,10,2024,1,56,4.0,900000.0,961
8038601,1,1,1,10,2024,2,59,3.0,1300000.0,963
8038601,1,3,1,10,2024,2,30,8.0,1700000.0,965
8038602,1,1,1,10,2024,1,54,9.0,1600000.0,967
8038602,1,2,1,10,2024,2,51,10.0,,968
8038604,1,2,1,10,2024,2,47,11.0,1400000.0,974
8038604,1,3,1,10,2024,2,21,10.0,1500000.0,975
8038607,1,2,1,10,2024,1,35,10.0,7000000.0,983
8038607,1,3,1,10,2024,1,17,5.0,,984
8038607,1,4,1,10,2024,2,13,4.0,,985
8038608,1,1,1,10,2024,1,75,11.0,,986
8038608,1,2,1,10,2024,2,79,5.0,,987
8038609,1,1,1,10,2024,1,55,10.0,1800000.0,988
8038610,1,3,1,10,2024,2,31,10.0,1800000.0,994
8038610,1,4,1,10,2024,1,8,3.0,,995
8038611,1,2,1,10,2024,1,41,10.0,3600000.0,1000
8038612,1,2,1,10,2024,1,23,4.0,1300000.0,1003
8038613,1,2,1,10,2024,1,70,5.0,,1005
8038614,1,1,1,10,2024,1,53,5.0,1465000.0,1006
8038614,1,4,1,10,2024,1,20,8.0,,1009
8038618,1,1,1,10,2024,1,60,5.0,750000.0,1013
8038620,1,2,1,10,2024,2,40,8.0,4000000.0,1018
8038621,1,4,1,10,2024,2,74,3.0,,1027
8038622,1,2,1,10,2024,2,62,9.0,,1029
8038623,1,3,1,10,2024,1,16,5.0,,1034
8038624,1,2,1,10,2024,2,32,10.0,,1036
8038625,1,1,1,10,2024,2,76,5.0,,1038
8038625,1,3,1,10,2024,1,21,10.0,,1040
8038628,1,2,1,10,2024,2,53,8.0,,1043
8038630,1,1,1,10,2024,1,50,10.0,2000000.0,1048
8038630,1,2,1,10,2024,2,41,10.0,2000000.0,1049
8038630,1,4,1,10,2024,1,4,2.0,,1051
8038632,1,2,1,10,2024,1,66,1.0,350000.0,1057
8038634,1,2,1,10,2024,2,33,10.0,1800000.0,1060
8038637,1,2,1,10,2024,1,58,10.0,2000000.0,1064
8038638,1,1,1,10,2024,1,79,10.0,,1066
8038638,1,2,1,10,2024,2,74,5.0,,1067
8038638,1,3,1,10,2024,2,35,11.0,,1068
8038639,1,2,1,10,2024,2,31,12.0,,1070
8038640,1,1,1,10,2024,1,82,5.0,,1071
8038641,1,2,1,10,2024,2,26,10.0,,1075
8038641,1,3,1,10,2024,2,4,2.0,,1076
8038641,1,4,1,10,2024,1,0,,,1077
8038648,1,1,1,10,2024,2,52,10.0,2600000.0,1085
8038650,1,1,1,10,2024,2,66,3.0,,1088
8038651,1,1,1,10,2024,1,59,12.0,15000000.0,1089
8038652,1,2,1,10,2024,2,19,10.0,,1091
8038653,1,2,1,10,2024,2,64,5.0,,1093
8038654,1,1,1,10,2024,2,82,3.0,,1096
8038656,1,7,1,10,2024,2,4,2.0,,1106
8038657,1,2,1,10,2024,1,44,3.0,600000.0,1108
8038658,1,2,1,10,2024,1,16,5.0,50000.0,1115
8038658,1,3,1,10,2024,2,17,5.0,,1116
8038659,1,2,1,10,2024,2,42,5.0,,1119
8038659,1,3,1,10,2024,1,19,5.0,,1120
8038661,1,1,1,10,2024,1,53,4.0,1500000.0,1123
8038661,1,2,1,10,2024,2,51,5.0,,1124
8038662,1,1,1,10,2024,2,62,3.0,,1126
8038662,1,3,1,10,2024,1,57,4.0,400000.0,1128
8038663,1,1,1,10,2024,2,47,5.0,,1129
8038663,1,2,1,10,2024,1,52,3.0,1200000.0,1130
8038664,1,4,1,10,2024,2,26,5.0,150000.0,1136
8038664,1,6,1,10,2024,1,2,,,1138
8038666,1,1,1,10,2024,2,70,5.0,300000.0,1143
8038666,1,6,1,10,2024,1,8,3.0,,1148
8038666,1,7,1,10,2024,1,23,5.0,1200000.0,1149
8038669,1,1,1,10,2024,2,60,3.0,,1152
8038670,1,3,1,10,2024,2,7,3.0,,1156
8038676,1,1,1,10,2024,1,23,4.0,1300000.0,1165
8038676,1,4,1,10,2024,1,25,5.0,1300000.0,1168
8038677,1,2,1,10,2024,2,62,10.0,500000.0,1170
8038678,1,1,1,10,2024,1,65,5.0,2000000.0,1173
8038678,1,4,1,10,2024,1,26,8.0,2000000.0,1176
8038679,1,4,1,10,2024,2,22,3.0,,1180
8038679,1,10,1,10,2024,2,9,3.0,,1186
8038680,1,4,1,10,2024,1,8,3.0,,1190
8038681,1,3,1,10,2024,2,32,5.0,430000.0,1193
8038682,1,2,1,10,2024,1,39,4.0,900000.0,1199
8038682,1,3,1,10,2024,2,18,5.0,,1200
8038683,1,1,1,10,2024,2,60,1.0,,1203
8038684,1,1,1,10,2024,1,30,5.0,1800000.0,1205
8038685,1,1,1,10,2024,1,62,4.0,900000.0,1208
8038685,1,4,1,10,2024,2,19,10.0,1400000.0,1211
8038687,1,2,1,10,2024,2,54,5.0,200000.0,1220
8038687,1,4,1,10,2024,1,11,3.0,,1222
8038688,1,4,1,10,2024,1,38,9.0,,1228
8038688,1,5,1,10,2024,2,85,3.0,,1229
8038689,1,5,1,10,2024,2,35,4.0,1280000.0,1234
8038689,1,6,1,10,2024,1,17,4.0,,1235
8038690,1,4,1,10,2024,1,20,10.0,300000.0,1240
8038691,1,1,1,10,2024,1,44,4.0,1500000.0,1241
8038695,1,5,1,10,2024,2,9,3.0,,1253
8038695,1,6,1,10,2024,1,8,3.0,,1254
8038697,1,2,1,10,2024,2,28,8.0,450000.0,1259
8038697,1,3,1,10,2024,2,8,3.0,,1260
8038699,1,1,1,10,2024,2,76,3.0,,1262
8038699,1,2,1,10,2024,1,53,5.0,1300000.0,1263
8038704,1,1,1,10,2024,2,48,5.0,1900000.0,1272
8038705,1,2,1,10,2024,2,34,10.0,3000000.0,1277
8038705,1,3,1,10,2024,2,12,4.0,,1278
8038706,1,4,1,10,2024,1,17,5.0,,1283
8038709,1,1,1,10,2024,1,56,5.0,2500000.0,1289
8038709,1,3,1,10,2024,2,19,9.0,300000.0,1291
8038710,1,1,1,10,2024,2,72,5.0,,1292
8038711,1,2,1,10,2024,1,43,5.0,1100000.0,1297
8038718,1,2,1,10,2024,1,9,3.0,,1312
8038719,1,2,1,10,2024,1,6,2.0,,1314
8038720,1,2,1,10,2024,1,33,5.0,450000.0,1316
8038721,1,2,1,10,2024,2,41,10.0,2000000.0,1318
8038722,1,2,1,10,2024,1,80,3.0,,1320
8038722,1,3,1,10,2024,2,42,10.0,1600000.0,1321
8038724,1,2,1,10,2024,2,36,8.0,1300000.0,1326
8038724,1,3,1,10,2024,2,14,4.0,,1327
8038724,1,4,1,10,2024,2,8,3.0,,1328
8038725,1,3,1,10,2024,2,30,8.0,1300000.0,1331
8038726,1,2,1,10,2024,2,68,4.0,,1333
8038731,1,1,1,10,2024,2,64,4.0,,1336
8038731,1,3,1,10,2024,2,7,3.0,,1338
8038733,1,1,1,10,2024,1,57,8.0,2600000.0,1342
8038733,1,2,1,10,2024,2,55,10.0,3200000.0,1343
8038733,1,4,1,10,2024,1,21,10.0,2600000.0,1345
8038734,1,1,1,10,2024,2,87,3.0,,1346
8038734,1,2,1,10,2024,1,64,5.0,1500000.0,1347
8038735,1,1,1,10,2024,2,55,5.0,,1349
8038736,1,4,1,10,2024,1,13,4.0,,1355
8038736,1,5,1,10,2024,2,3,1.0,,1356
8038737,1,1,1,10,2024,1,29,8.0,1700000.0,1357
8038738,1,1,1,10,2024,2,96,5.0,,1359
8038739,1,5,1,10,2024,2,0,,,1365
8038742,1,1,1,10,2024,1,81,3.0,,1372
8038745,1,2,1,10,2024,1,14,4.0,,1380
8038746,1,3,1,10,2024,2,14,4.0,,1385
8038747,1,2,1,10,2024,2,61,10.0,5500000.0,1387
8038748,1,1,1,10,2024,2,52,5.0,,1389
8038749,1,5,1,10,2024,2,30,10.0,1300000.0,1397
8038749,1,6,1,10,2024,2,4,1.0,,1398
8038752,1,2,1,10,2024,2,36,11.0,2200000.0,1406
8038752,1,3,1,10,2024,2,11,4.0,,1407
8038752,1,4,1,10,2024,2,7,3.0,,1408
8038753,1,2,1,10,2024,2,64,5.0,,1410
8038755,1,2,1,10,2024,2,70,4.0,,1418
8038757,1,4,1,10,2024,2,48,3.0,,1425
8038757,1,6,1,10,2024,2,32,8.0,300000.0,1427
8038757,1,7,1,10,2024,2,7,3.0,,1428
8038758,1,1,1,10,2024,1,58,4.0,1500000.0,1430
8038758,1,2,1,10,2024,2,53,3.0,,1431
8038758,1,3,1,10,2024,1,24,5.0,,1432
8038758,1,4,1,10,2024,2,22,10.0,,1433
8038760,1,2,1,10,2024,1,21,5.0,1600000.0,1437
8038762,1,1,1,10,2024,2,68,4.0,15000.0,1441
8038764,1,1,1,10,2024,2,91,3.0,,1445
8038764,1,3,1,10,2024,2,22,5.0,,1447
8038765,1,5,1,10,2024,1,2,,,1453
8038766,1,1,1,10,2024,1,75,4.0,,1454
8038766,1,3,1,10,2024,2,20,8.0,,1456
8038767,1,2,1,10,2024,2,19,8.0,400000.0,1458
8038768,1,2,1,10,2024,1,50,5.0,1000000.0,1460
8038768,1,5,1,10,2024,2,7,3.0,,1463
8038769,1,1,1,10,2024,2,55,5.0,200000.0,1464
8038769,1,2,1,10,2024,2,30,10.0,1300000.0,1465
8038769,1,4,1,10,2024,2,10,3.0,,1467
8038770,1,1,1,10,2024,1,82,4.0,,1469
8038772,1,1,1,10,2024,1,44,5.0,1350000.0,1473
8038775,1,1,1,10,2024,2,34,10.0,1350000.0,1478
8038778,1,5,1,10,2024,1,4,2.0,,1493
8038779,1,2,1,10,2024,2,26,5.0,70000.0,1495
8038779,1,3,1,10,2024,2,6,3.0,,1496
8038780,1,3,1,10,2024,2,20,5.0,,1500
8038788,1,1,1,10,2024,2,46,8.0,1700000.0,1507
8038788,1,2,1,10,2024,2,74,3.0,,1508
8038788,1,3,1,10,2024,2,20,10.0,,1509
8038789,1,1,1,10,2024,2,68,1.0,,1510
8038789,1,2,1,10,2024,2,51,1.0,,1511
8038791,1,1,1,10,2024,2,66,10.0,,1513
8038792,1,2,1,10,2024,2,29,10.0,2400000.0,1516
8038793,1,1,1,10,2024,2,27,10.0,2700000.0,1517
8038794,1,2,1,10,2024,2,61,3.0,,1520
8038800,1,1,1,10,2024,1,31,4.0,2500000.0,1525
8038801,1,1,1,10,2024,1,67,10.0,2000000.0,1527
8038802,1,2,1,10,2024,2,24,10.0,1950000.0,1529
8038803,1,1,1,10,2024,2,49,9.0,,1530
8038803,1,3,1,10,2024,1,59,5.0,2800000.0,1532
8038807,1,1,1,10,2024,1,80,3.0,,1535
8038807,1,2,1,10,2024,2,75,3.0,,1536
8038810,1,1,1,10,2024,2,93,3.0,,1539
8038811,1,2,1,10,2024,1,66,12.0,5000000.0,1542
8038811,1,3,1,10,2024,1,44,11.0,3800000.0,1543
