directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8444498,1,6,1,10,2025,2,58,4.0,650000.0,20308
8444499,1,1,1,10,2025,1,29,4.0,900000.0,20310
8444499,1,4,1,10,2025,1,4,1.0,,20313
8444500,1,1,1,10,2025,1,24,4.0,,20314
8444504,1,1,1,10,2025,1,59,4.0,,20321
8444506,1,2,1,10,2025,2,64,4.0,,20327
8444508,1,1,1,10,2025,1,73,5.0,,20329
8444508,1,2,1,10,2025,2,62,5.0,,20330
8444509,1,2,1,10,2025,2,55,5.0,,20333
8444510,1,2,1,10,2025,1,19,1.0,,20335
8444512,1,1,1,10,2025,1,49,4.0,1423500.0,20339
8444513,1,1,1,10,2025,2,35,10.0,2200000.0,20345
8444515,1,1,1,10,2025,2,46,1.0,1750000.0,20351
8444517,1,1,1,10,2025,1,72,3.0,,20354
8444517,1,2,1,10,2025,2,69,4.0,,20355
8444518,1,1,1,10,2025,2,35,10.0,2500000.0,20356
8444522,1,2,1,10,2025,1,31,5.0,1423500.0,20366
8444523,1,1,1,10,2025,2,44,8.0,1423500.0,20367
8444523,1,3,1,10,2025,1,24,9.0,1600000.0,20369
8444525,1,3,1,10,2025,1,24,5.0,600000.0,20375
8444529,1,3,1,10,2025,1,7,3.0,,20385
8444530,1,1,1,10,2025,2,54,4.0,,20387
8444530,1,2,1,10,2025,2,28,9.0,2200000.0,20388
8444531,1,2,1,10,2025,2,59,4.0,,20390
8444531,1,3,1,10,2025,1,40,8.0,1200000.0,20391
8444532,1,2,1,10,2025,1,89,3.0,500000.0,20393
8444534,1,2,1,10,2025,1,36,3.0,1423500.0,20400
8444534,1,3,1,10,2025,2,31,5.0,900000.0,20401
8444535,1,1,1,10,2025,2,60,3.0,,20402
8444535,1,4,1,10,2025,1,39,4.0,1800000.0,20405
8444535,1,5,1,10,2025,2,18,10.0,,20406
8444536,1,1,1,10,2025,1,75,1.0,,20408
8444538,1,1,1,10,2025,2,62,5.0,,20414
8444538,1,2,1,10,2025,1,66,3.0,,20415
8444539,1,2,1,10,2025,1,22,10.0,,20417
8444540,1,3,1,10,2025,1,26,9.0,,20420
8444541,1,1,1,10,2025,1,65,3.0,,20421
8444543,1,2,1,10,2025,2,73,3.0,,20426
8444543,1,3,1,10,2025,1,45,10.0,3500000.0,20427
8444543,1,4,1,10,2025,1,53,5.0,,20428
8444543,1,5,1,10,2025,1,22,10.0,,20429
8444545,1,1,1,10,2025,1,70,10.0,,20431
8444545,1,2,1,10,2025,2,70,10.0,,20432
8444549,1,1,1,10,2025,2,70,3.0,,20441
8444550,1,2,1,10,2025,1,49,4.0,,20444
8444551,1,4,1,10,2025,1,69,3.0,100000.0,20450
8444552,1,2,1,10,2025,2,23,6.0,,20452
8444553,1,2,1,10,2025,1,77,5.0,600000.0,20454
8444554,1,1,1,10,2025,2,38,4.0,2000000.0,20455
8444554,1,2,1,10,2025,1,40,4.0,3400000.0,20456
8444554,1,3,1,10,2025,2,14,4.0,,20457
8444555,1,3,1,10,2025,2,24,5.0,,20460
8444557,1,1,1,10,2025,2,42,4.0,1000000.0,20465
8444557,1,3,1,10,2025,2,16,4.0,,20467
8444558,1,1,1,10,2025,2,46,4.0,,20470
8444560,1,3,1,10,2025,1,14,4.0,,20478
8444561,1,2,1,10,2025,1,21,4.0,,20480
8444562,1,1,1,10,2025,1,84,3.0,,20482
8444565,1,1,1,10,2025,2,36,5.0,1423500.0,20488
8444565,1,2,1,10,2025,2,26,5.0,1423500.0,20489
8444567,1,1,1,10,2025,2,66,10.0,2800000.0,20495
8444568,1,1,1,10,2025,1,43,4.0,,20497
8444569,1,1,1,10,2025,1,51,10.0,2000000.0,20498
8444574,1,1,1,10,2025,1,63,5.0,,20508
8444577,1,1,1,10,2025,2,81,3.0,,20515
8444582,1,1,1,10,2025,1,77,3.0,,20526
8444584,1,1,1,10,2025,2,35,10.0,2900000.0,20531
8444585,1,1,1,10,2025,1,57,5.0,1200000.0,20533
8444587,1,3,1,10,2025,1,32,6.0,1574000.0,20538
8444589,1,2,1,10,2025,2,21,9.0,1423500.0,20541
8444590,1,2,1,10,2025,2,73,3.0,,20543
8444591,1,1,1,10,2025,2,28,10.0,1423500.0,20544
8444592,1,1,1,10,2025,1,55,3.0,2300000.0,20547
8444593,1,1,1,10,2025,2,50,4.0,,20548
8444593,1,2,1,10,2025,1,22,8.0,1000000.0,20549
8444597,1,2,1,10,2025,2,35,5.0,1400000.0,20555
8444598,1,3,1,10,2025,1,73,4.0,,20559
8444598,1,4,1,10,2025,2,63,5.0,,20560
8444598,1,6,1,10,2025,1,23,1.0,,20562
8444600,1,2,1,10,2025,1,28,5.0,1425000.0,20568
8444600,1,3,1,10,2025,2,0,,,20569
8444601,1,3,1,10,2025,1,93,1.0,,20572
8444602,1,1,1,10,2025,1,60,3.0,700000.0,20573
8444602,1,2,1,10,2025,2,45,3.0,,20574
8444603,1,2,1,10,2025,1,31,6.0,2000000.0,20576
8444604,1,1,1,10,2025,1,81,1.0,,20578
8444606,1,2,1,10,2025,2,63,3.0,,20581
8444607,1,1,1,10,2025,1,50,3.0,2500000.0,20583
8444607,1,2,1,10,2025,2,41,5.0,,20584
8444608,1,3,1,10,2025,2,27,4.0,1423500.0,20589
8444609,1,1,1,10,2025,2,52,3.0,,20590
8444610,1,1,1,10,2025,1,43,3.0,1900000.0,20592
8444611,1,1,1,10,2025,2,44,4.0,1000000.0,20595
8444611,1,2,1,10,2025,1,15,4.0,,20596
8444612,1,2,1,10,2025,2,47,3.0,,20598
8444613,1,1,1,10,2025,2,48,5.0,240000.0,20599
8444614,1,1,1,10,2025,1,51,5.0,500000.0,20601
8444615,1,1,1,10,2025,2,52,5.0,1300000.0,20603
8444615,1,2,1,10,2025,1,49,3.0,,20604
8444617,1,1,1,10,2025,1,56,4.0,1423500.0,20607
8444617,1,5,1,10,2025,1,13,4.0,,20611
8444620,1,1,1,10,2025,1,55,5.0,1423500.0,20619
8444621,1,3,1,10,2025,1,20,5.0,600000.0,20623
8444622,1,1,1,10,2025,1,20,6.0,1300000.0,20624
8444624,1,1,1,10,2025,1,56,8.0,3000000.0,20627
8444625,1,1,1,10,2025,2,54,6.0,2000000.0,20628
8444625,1,2,1,10,2025,1,58,3.0,,20629
8444626,1,3,1,10,2025,2,75,3.0,,20632
8444627,1,1,1,10,2025,2,34,9.0,1423500.0,20633
8444627,1,2,1,10,2025,1,11,4.0,,20634
8444628,1,2,1,10,2025,2,64,9.0,,20636
8444629,1,2,1,10,2025,2,20,6.0,,20639
8444629,1,4,1,10,2025,2,25,6.0,,20641
8444630,1,2,1,10,2025,1,3,1.0,,20643
8444631,1,5,1,10,2025,2,3,1.0,,20648
8444633,1,1,1,10,2025,2,59,5.0,,20649
8444633,1,2,1,10,2025,2,22,10.0,,20650
8444634,2,1,2,10,2025,2,38,4.0,1000000.0,20653
8444635,1,2,1,10,2025,2,77,3.0,,20657
8444637,1,3,1,10,2025,1,8,3.0,,20665
8444638,1,2,1,10,2025,2,82,5.0,,20668
8444640,1,1,1,10,2025,1,63,3.0,500000.0,20670
8444641,1,2,1,10,2025,1,27,8.0,,20672
8444642,1,2,1,10,2025,2,23,4.0,,20674
8444643,1,1,1,10,2025,2,36,5.0,,20675
8444643,1,4,1,10,2025,2,16,4.0,,20678
8444643,1,6,1,10,2025,2,3,1.0,,20680
8444648,1,1,1,10,2025,1,44,5.0,2000000.0,20691
8444648,1,2,1,10,2025,2,42,3.0,,20692
8444648,1,3,1,10,2025,1,20,5.0,900000.0,20693
8444648,1,4,1,10,2025,1,17,5.0,900000.0,20694
8444649,1,2,1,10,2025,2,46,6.0,,20696
8444649,1,3,1,10,2025,2,15,4.0,,20697
8444651,1,4,1,10,2025,1,1,,,20704
8444652,1,1,1,10,2025,1,47,8.0,2000000.0,20705
8444653,1,1,1,10,2025,2,58,6.0,1800000.0,20706
8444653,1,3,1,10,2025,2,28,5.0,,20708
8444656,1,1,1,10,2025,1,35,4.0,1600000.0,20716
8444656,1,3,1,10,2025,2,9,3.0,,20718
8444657,1,2,1,10,2025,1,63,3.0,,20721
8444661,1,1,1,10,2025,1,55,9.0,2500000.0,20728
8444661,1,2,1,10,2025,1,6,3.0,,20729
8444662,1,3,1,10,2025,2,32,9.0,1423000.0,20732
8444663,1,2,1,10,2025,1,20,9.0,1423500.0,20735
8444664,1,1,1,10,2025,1,69,8.0,1423500.0,20736
8444665,1,2,1,10,2025,2,21,10.0,,20740
8444667,1,2,1,10,2025,2,92,3.0,,20742
8444669,1,1,1,10,2025,1,58,6.0,1423500.0,20746
8444669,1,2,1,10,2025,2,40,5.0,1300000.0,20747
8444669,1,3,1,10,2025,2,18,10.0,,20748
8444670,1,1,1,10,2025,2,31,13.0,5000000.0,20749
8444671,1,1,1,10,2025,1,44,8.0,,20750
8444671,1,2,1,10,2025,2,37,8.0,1423500.0,20751
8444671,1,4,1,10,2025,1,7,3.0,,20753
8444672,1,1,1,10,2025,1,55,10.0,2100000.0,20754
8444675,1,3,1,10,2025,1,49,10.0,1423500.0,20760
8444676,1,1,1,10,2025,2,37,10.0,1423500.0,20762
8444677,1,1,1,10,2025,2,66,6.0,,20765
8444677,1,3,1,10,2025,1,4,2.0,,20767
8444678,1,1,1,10,2025,2,75,5.0,,20769
8444681,1,4,1,10,2025,2,71,5.0,,20777
8444682,1,1,1,10,2025,1,79,11.0,,20778
8444682,1,2,1,10,2025,2,66,11.0,,20779
8444686,1,1,1,10,2025,2,60,3.0,,20787
8444687,1,1,1,10,2025,1,77,10.0,,20789
8444687,1,2,1,10,2025,2,77,10.0,,20790
8444688,1,1,1,10,2025,2,63,6.0,900000.0,20791
8444689,1,1,1,10,2025,1,46,10.0,10000000.0,20792
8444689,1,2,1,10,2025,2,40,12.0,30000000.0,20793
8444690,1,2,1,10,2025,1,63,3.0,,20796
8444690,1,5,1,10,2025,1,7,3.0,,20799
8444691,1,1,1,10,2025,2,52,4.0,500000.0,20800
8444691,2,2,2,10,2025,2,13,4.0,,20803
8444693,1,3,1,10,2025,2,18,10.0,,20809
8444694,1,4,1,10,2025,2,20,10.0,,20813
8444697,1,2,1,10,2025,1,56,5.0,1500000.0,20818
8444697,1,3,1,10,2025,2,20,9.0,,20819
8444701,1,1,1,10,2025,1,82,1.0,,20828
8444702,1,1,1,10,2025,2,81,3.0,,20830
8444703,1,6,1,10,2025,1,9,3.0,,20837
8444705,1,4,1,10,2025,2,30,5.0,,20844
8444705,1,8,1,10,2025,2,21,5.0,,20848
8444705,1,9,1,10,2025,2,13,4.0,,20849
8444706,1,1,1,10,2025,2,25,5.0,,20850
8444706,1,2,1,10,2025,1,4,2.0,,20851
8444708,1,3,1,10,2025,2,1,,,20859
8444709,1,1,1,10,2025,1,53,4.0,2500000.0,20860
8444710,1,1,1,10,2025,1,65,10.0,20000.0,20861
8444710,1,2,1,10,2025,2,65,11.0,,20862
8444710,1,3,1,10,2025,1,26,10.0,1500000.0,20863
8444712,1,1,1,10,2025,2,35,5.0,1420000.0,20864
8444712,1,2,1,10,2025,1,33,3.0,1423500.0,20865
8444714,1,3,1,10,2025,1,0,,,20873
8444715,1,2,1,10,2025,2,29,5.0,,20875
8444716,1,1,1,10,2025,2,61,12.0,8000000.0,20876
8444717,1,1,1,10,2025,2,43,5.0,1200000.0,20877
8444718,1,1,1,10,2025,2,27,10.0,1800000.0,20879
8444718,1,2,1,10,2025,1,27,6.0,2300000.0,20880
8444721,1,4,1,10,2025,1,12,4.0,,20891
8444725,1,1,1,10,2025,1,61,6.0,700000.0,20900
8444725,1,2,1,10,2025,2,51,6.0,1200000.0,20901
8444726,1,1,1,10,2025,1,45,8.0,2300000.0,20902
8444727,1,1,1,10,2025,1,30,6.0,3200000.0,20906
8444728,1,2,1,10,2025,2,39,8.0,1423500.0,20910
8444729,1,1,1,10,2025,1,32,5.0,1500000.0,20913
8444729,1,2,1,10,2025,2,28,10.0,1980000.0,20914
8444730,1,1,1,10,2025,2,31,6.0,1000000.0,20917
8444730,1,2,1,10,2025,1,9,3.0,,20918
8444733,1,2,1,10,2025,2,64,10.0,,20927
8444734,1,3,1,10,2025,1,15,5.0,,20930
8444737,1,2,1,10,2025,2,67,5.0,225000.0,20938
8444737,1,3,1,10,2025,1,25,10.0,,20939
8444740,1,1,1,10,2025,1,40,5.0,600000.0,20945
8444740,1,2,1,10,2025,2,38,5.0,,20946
8444740,1,3,1,10,2025,2,14,5.0,,20947
8444741,1,2,1,10,2025,2,79,1.0,,20951
8444744,1,1,1,10,2025,2,31,5.0,1000000.0,20955
8444744,1,2,1,10,2025,1,10,4.0,,20956
8444744,1,3,1,10,2025,2,6,3.0,,20957
8444745,1,4,1,10,2025,1,15,5.0,,20961
8444746,1,1,1,10,2025,1,71,10.0,,20962
8444747,1,2,1,10,2025,1,21,5.0,946000.0,20965
8444748,1,1,1,10,2025,1,66,3.0,1200000.0,20968
8444749,1,1,1,10,2025,1,90,3.0,,20969
8444749,1,2,1,10,2025,1,59,5.0,960000.0,20970
8444751,1,3,1,10,2025,2,10,3.0,,20975
8444752,1,3,1,10,2025,1,11,4.0,,20978
8444755,1,2,1,10,2025,1,47,1.0,1300000.0,20986
8444756,1,1,1,10,2025,2,55,3.0,400000.0,20987
8444756,1,2,1,10,2025,1,62,3.0,500000.0,20988
8444757,1,1,1,10,2025,1,60,3.0,900000.0,20990
8444758,1,2,1,10,2025,2,26,10.0,,20992
8444758,1,3,1,10,2025,1,4,2.0,,20993
8444759,1,2,1,10,2025,2,53,3.0,650000.0,20995
8444761,1,3,1,10,2025,2,17,5.0,,21002
8444765,1,3,1,10,2025,2,14,5.0,,21011
8444767,1,1,1,10,2025,2,70,1.0,,21014
8444767,1,2,1,10,2025,1,33,4.0,,21015
8444768,1,2,1,10,2025,2,28,5.0,,21017
8444769,1,2,1,10,2025,2,42,5.0,750000.0,21021
8444770,1,2,1,10,2025,2,6,3.0,,21024
8444770,1,3,1,10,2025,2,20,5.0,,21025
8444771,1,3,1,10,2025,1,11,4.0,,21029
8444772,1,2,1,10,2025,2,37,5.0,1000000.0,21032
8444772,1,3,1,10,2025,1,4,1.0,,21033
8444773,1,1,1,10,2025,1,47,5.0,800000.0,21034
8444773,1,4,1,10,2025,2,11,3.0,,21037
8444777,1,2,1,10,2025,2,7,3.0,,21048
8444778,1,4,1,10,2025,1,9,3.0,,21052
8444779,1,1,1,10,2025,2,86,5.0,,21054
8444779,1,2,1,10,2025,2,45,9.0,1000000.0,21055
8444782,1,1,1,10,2025,2,83,1.0,,21061
8444783,1,1,1,10,2025,2,70,3.0,,21066
8444784,1,1,1,10,2025,1,75,1.0,800000.0,21069
8444786,1,1,1,10,2025,1,50,3.0,500000.0,21072
8444786,1,2,1,10,2025,2,41,3.0,650000.0,21073
8444788,1,1,1,10,2025,1,63,9.0,,21078
8444789,1,1,1,10,2025,1,54,4.0,1300000.0,21079
8444790,1,1,1,10,2025,1,33,4.0,1400000.0,21081
8444791,1,1,1,10,2025,1,79,5.0,,21082
8444791,1,2,1,10,2025,2,45,5.0,,21083
8444791,1,3,1,10,2025,2,24,10.0,,21084
8444792,1,2,1,10,2025,2,69,3.0,,21086
8444792,1,4,1,10,2025,1,19,5.0,,21088
8444793,1,2,1,10,2025,2,27,5.0,3200000.0,21090
8444793,1,4,1,10,2025,1,3,1.0,,21092
8444795,1,2,1,10,2025,1,64,5.0,500000.0,21096
8444796,1,1,1,10,2025,1,35,5.0,1500000.0,21097
8444796,1,2,1,10,2025,2,30,6.0,1423500.0,21098
8444797,1,4,1,10,2025,1,18,10.0,,21103
8444798,1,1,1,10,2025,2,56,3.0,400000.0,21104
8444798,1,4,1,10,2025,2,9,3.0,,21107
8444801,1,1,1,10,2025,1,25,10.0,,21111
8444805,1,4,1,10,2025,2,14,5.0,,21120
8444806,1,3,1,10,2025,1,19,8.0,,21123
8444807,1,1,1,10,2025,1,43,4.0,100000.0,21128
8444807,1,2,1,10,2025,2,36,4.0,,21129
8444807,1,4,1,10,2025,1,14,4.0,,21131
8444808,1,2,1,10,2025,2,18,5.0,400000.0,21133
8444808,1,4,1,10,2025,2,13,4.0,,21135
8444810,1,3,1,10,2025,2,57,4.0,0.0,21142
8444811,1,1,1,10,2025,2,76,4.0,,21144
8444814,1,2,1,10,2025,1,54,5.0,900000.0,21151
8444816,1,3,1,10,2025,2,21,8.0,,21156
8444816,1,4,1,10,2025,2,14,5.0,,21157
8444817,1,1,1,10,2025,2,26,5.0,,21158
8444817,1,3,1,10,2025,1,12,3.0,,21160
8444817,1,4,1,10,2025,2,10,3.0,,21161
8444817,1,5,1,10,2025,1,9,3.0,,21162
8444820,1,1,1,10,2025,1,76,4.0,,21166
8444822,1,1,1,10,2025,2,28,3.0,,21173
8444824,1,1,1,10,2025,1,34,5.0,,21178
8444824,1,2,1,10,2025,2,27,8.0,6000000.0,21179
8444826,1,1,1,10,2025,1,50,3.0,1923500.0,21182
8444827,1,4,1,10,2025,2,29,1.0,,21187
8444828,1,2,1,10,2025,2,43,5.0,,21189
8444828,1,3,1,10,2025,1,21,6.0,1423500.0,21190
8444829,1,1,1,10,2025,2,42,6.0,1423500.0,21192
8444829,1,2,1,10,2025,1,37,8.0,1800000.0,21193
8444830,1,1,1,10,2025,2,58,3.0,1500000.0,21195
8444831,1,1,1,10,2025,1,82,10.0,,21198
8444831,1,2,1,10,2025,2,77,10.0,,21199
8444831,1,3,1,10,2025,2,46,8.0,2000000.0,21200
8444831,1,4,1,10,2025,1,20,5.0,,21201
8444834,1,1,1,10,2025,1,24,8.0,2500000.0,21206
8444836,1,2,1,10,2025,2,57,5.0,,21213
8444836,1,3,1,10,2025,1,39,5.0,1600000.0,21214
8444838,1,1,1,10,2025,1,39,10.0,3000000.0,21217
8444841,1,1,1,10,2025,2,22,10.0,3000000.0,21221
8444843,1,2,1,10,2025,2,39,8.0,1800000.0,21224
8444846,1,1,1,10,2025,2,78,3.0,,21228
8444849,1,2,1,10,2025,2,38,8.0,1600000.0,21232
8444851,1,2,1,10,2025,2,34,5.0,1900000.0,21240
8444854,1,1,1,10,2025,1,55,8.0,1423500.0,21247
8444855,1,2,1,10,2025,2,32,6.0,500000.0,21251
8444855,1,3,1,10,2025,2,15,5.0,,21252
8444858,1,1,1,10,2025,2,56,9.0,2000000.0,21257
8444858,1,2,1,10,2025,2,33,9.0,,21258
8444859,1,1,1,10,2025,1,40,5.0,1200000.0,21259
8444859,1,2,1,10,2025,2,37,5.0,,21260
8444861,1,1,1,10,2025,1,45,5.0,,21265
8444861,1,2,1,10,2025,2,44,5.0,,21266
8444862,1,1,1,10,2025,2,47,10.0,4000000.0,21270
8444870,1,2,1,10,2025,2,25,5.0,1650000.0,21279
8444871,1,1,1,10,2025,1,59,6.0,1600000.0,21280
8444871,1,2,1,10,2025,1,17,4.0,,21281
8444874,1,1,1,10,2025,2,37,8.0,960000.0,21288
8444874,1,2,1,10,2025,2,16,5.0,,21289
8444875,1,3,1,10,2025,2,12,4.0,,21293
8444877,1,1,1,10,2025,1,40,5.0,,21298
8444879,1,1,1,10,2025,2,24,10.0,3500000.0,21300
8444879,1,4,1,10,2025,1,23,10.0,,21303
8444881,1,1,1,10,2025,2,68,5.0,500000.0,21305
8444881,1,2,1,10,2025,1,24,10.0,1200000.0,21306
8444882,1,1,1,10,2025,1,38,8.0,2000000.0,21307
8444882,1,2,1,10,2025,2,36,8.0,,21308
8444883,1,1,1,10,2025,1,64,5.0,,21310
8444883,1,2,1,10,2025,2,59,5.0,,21311
8444884,1,1,1,10,2025,1,50,4.0,2000000.0,21315
8444884,1,2,1,10,2025,1,21,5.0,1500000.0,21316
8444885,1,1,1,10,2025,1,44,4.0,1000000.0,21317
8444885,1,2,1,10,2025,2,41,4.0,750000.0,21318
8444887,1,1,1,10,2025,2,37,5.0,1423500.0,21325
8444887,1,3,1,10,2025,2,14,4.0,,21327
8444889,1,1,1,10,2025,2,21,9.0,,21329
8444894,1,3,1,10,2025,1,17,10.0,,21335
8444895,1,1,1,10,2025,1,56,11.0,,21337
8444895,1,3,1,10,2025,2,17,10.0,,21339
8444895,1,5,1,10,2025,1,3,2.0,,21341
8444899,1,1,1,10,2025,1,33,5.0,1500000.0,21349
8444900,1,3,1,10,2025,1,31,10.0,3000000.0,21353
8444901,1,1,1,10,2025,1,28,8.0,1800000.0,21355
8444902,1,1,1,10,2025,1,20,5.0,3200000.0,21359
8444903,1,1,1,10,2025,2,50,10.0,1800000.0,21361
8444903,1,2,1,10,2025,1,42,10.0,2000000.0,21362
8444904,1,1,1,10,2025,2,37,4.0,1200000.0,21363
8444904,1,3,1,10,2025,1,13,4.0,,21365
8444905,1,2,1,10,2025,2,28,10.0,1800000.0,21367
8444905,1,3,1,10,2025,2,36,5.0,500000.0,21368
8444905,1,4,1,10,2025,2,17,5.0,,21369
8444905,1,5,1,10,2025,1,16,5.0,,21370
8444905,1,7,1,10,2025,2,68,3.0,,21372
8444906,1,1,1,10,2025,2,21,10.0,1900000.0,21373
8444909,1,2,1,10,2025,2,26,5.0,3000000.0,21379
8444910,1,1,1,10,2025,1,44,11.0,3800000.0,21380
8444912,1,2,1,10,2025,1,72,5.0,,21389
8444913,1,2,1,10,2025,2,59,8.0,1500000.0,21392
8444914,1,2,1,10,2025,2,66,5.0,1500000.0,21394
8444915,1,1,1,10,2025,2,58,5.0,,21396
8444915,1,2,1,10,2025,2,35,8.0,2100000.0,21397
8444916,1,1,1,10,2025,1,59,4.0,,21401
8444921,1,1,1,10,2025,1,66,4.0,,21414
8444924,1,3,1,10,2025,2,30,5.0,1623000.0,21426
8444927,1,1,1,10,2025,1,57,8.0,2000000.0,21435
8444927,1,4,1,10,2025,2,31,10.0,2800000.0,21438
8444929,1,1,1,10,2025,2,38,8.0,2500000.0,21441
8444929,1,2,1,10,2025,1,33,5.0,1600000.0,21442
8444932,1,2,1,10,2025,1,29,3.0,6000000.0,21448
8444933,1,1,1,10,2025,1,53,5.0,1500000.0,21449
8444934,1,3,1,10,2025,1,8,3.0,,21454
8444936,1,1,1,10,2025,1,58,3.0,1600000.0,21456
8444937,1,2,1,10,2025,1,42,10.0,4000000.0,21458
8444946,1,3,1,10,2025,2,1,,,21462
8444946,1,4,1,10,2025,1,15,5.0,,21463
8444948,1,1,1,10,2025,1,28,9.0,3400000.0,21467
8444950,1,3,1,10,2025,1,8,3.0,,21475
8444951,1,1,1,10,2025,1,51,4.0,1800000.0,21476
8444952,1,1,1,10,2025,2,23,4.0,500000.0,21478
8444953,1,1,1,10,2025,1,24,5.0,1400000.0,21480
8444954,1,1,1,10,2025,1,39,5.0,6200000.0,21481
8444955,1,1,1,10,2025,1,41,8.0,2200000.0,21482
8444955,1,2,1,10,2025,2,37,10.0,3100000.0,21483
8444957,1,1,1,10,2025,1,33,3.0,1800000.0,21485
8444962,1,1,1,10,2025,2,61,5.0,300000.0,21494
8444966,1,1,1,10,2025,2,37,8.0,2800000.0,21500
8444966,1,2,1,10,2025,1,40,9.0,2800000.0,21501
8444967,1,2,1,10,2025,2,41,10.0,3900000.0,21505
8444968,1,2,1,10,2025,2,43,11.0,7000000.0,21508
8444968,1,3,1,10,2025,1,12,4.0,,21509
8444970,1,3,1,10,2025,1,12,3.0,,21516
8444970,1,4,1,10,2025,2,78,3.0,,21517
8444971,1,2,1,10,2025,1,45,8.0,1987000.0,21519
8444972,1,1,1,10,2025,1,48,11.0,3200000.0,21521
8444972,1,3,1,10,2025,1,24,10.0,2800000.0,21523
8444975,1,1,1,10,2025,1,49,5.0,1680000.0,21527
8444975,1,2,1,10,2025,2,50,5.0,,21528
8444976,1,2,1,10,2025,2,25,11.0,2587000.0,21531
8444977,1,1,1,10,2025,2,78,3.0,300000.0,21532
8444978,1,1,1,10,2025,2,76,3.0,,21533
8444978,1,2,1,10,2025,2,19,5.0,,21534
8444979,1,2,1,10,2025,1,13,4.0,,21536
8444981,1,1,1,10,2025,1,27,10.0,4000000.0,21539
8445174,1,1,1,10,2025,1,62,4.0,568000.0,21545
8445174,1,3,1,10,2025,1,21,8.0,,21547
8445175,1,3,1,10,2025,2,15,5.0,13000.0,21550
8445176,1,1,1,10,2025,2,36,8.0,200000.0,21552
8445178,1,2,1,10,2025,2,37,5.0,3100000.0,21556
8445178,1,4,1,10,2025,2,9,3.0,,21558
8445178,1,6,1,10,2025,1,17,5.0,,21560
8445178,1,7,1,10,2025,1,15,5.0,,21561
8445180,1,1,1,10,2025,1,80,3.0,,21563
8445183,1,2,1,10,2025,2,65,1.0,,21567
8445185,1,1,1,10,2025,1,55,3.0,900000.0,21570
8445186,1,2,1,10,2025,2,68,3.0,300000.0,21577
8445187,1,2,1,10,2025,2,49,5.0,300000.0,21580
8445187,1,8,1,10,2025,1,0,,,21586
8445187,1,11,1,10,2025,2,8,3.0,,21589
8445188,1,2,1,10,2025,2,56,5.0,,21591
8445189,1,1,1,10,2025,2,56,4.0,700000.0,21595
8445194,1,2,1,10,2025,1,46,1.0,920000.0,21603
8445195,1,1,1,10,2025,2,64,1.0,,21605
8445195,1,2,1,10,2025,1,57,1.0,1000000.0,21606
8445199,1,1,1,10,2025,2,49,3.0,,21615
8445199,1,2,1,10,2025,1,23,4.0,900000.0,21616
8445199,1,3,1,10,2025,2,15,5.0,,21617
8445202,1,1,1,10,2025,1,41,5.0,800000.0,21620
8445203,1,1,1,10,2025,1,75,1.0,600000.0,21623
8445205,1,2,1,10,2025,1,42,4.0,600000.0,21626
8445206,1,1,1,10,2025,1,70,1.0,900000.0,21628
8445207,1,1,1,10,2025,1,66,3.0,1200000.0,21629
8445209,1,1,1,10,2025,1,55,3.0,1200000.0,21634
8445209,1,3,1,10,2025,1,16,5.0,,21636
8445210,1,3,1,10,2025,1,6,2.0,,21641
8445212,1,1,1,10,2025,2,53,5.0,,21644
8445212,1,2,1,10,2025,1,73,5.0,1200000.0,21645
8445212,1,3,1,10,2025,2,20,8.0,,21646
8445213,1,2,1,10,2025,2,4,1.0,,21648
8445216,1,2,1,10,2025,1,33,4.0,1000000.0,21654
8445217,1,1,1,10,2025,1,29,5.0,1423500.0,21656
8445217,1,2,1,10,2025,2,26,4.0,,21657
8445217,1,3,1,10,2025,2,8,3.0,,21658
8445217,1,4,1,10,2025,1,5,2.0,,21659
8445218,1,2,1,10,2025,1,51,5.0,1423500.0,21661
8445219,1,4,1,10,2025,2,9,3.0,,21665
8445219,1,5,1,10,2025,2,7,3.0,,21666
8445220,1,1,1,10,2025,2,24,5.0,500000.0,21667
8445221,1,2,1,10,2025,1,49,8.0,,21670
8445222,1,3,1,10,2025,2,10,3.0,,21674
8445224,1,1,1,10,2025,2,25,5.0,,21675
8445226,1,1,1,10,2025,2,50,4.0,1623000.0,21678
8445230,1,5,1,10,2025,1,2,,,21691
8445231,1,1,1,10,2025,2,51,3.0,450000.0,21694
8445231,1,2,1,10,2025,1,17,4.0,,21695
8445231,1,4,1,10,2025,2,11,3.0,,21697
8445233,1,2,1,10,2025,1,33,5.0,1000000.0,21701
8445233,1,3,1,10,2025,2,10,3.0,,21702
8445235,1,1,1,10,2025,2,26,3.0,,21705
8445235,1,2,1,10,2025,1,27,3.0,400000.0,21706
8445235,1,4,1,10,2025,2,1,,,21708
8445236,1,1,1,10,2025,2,31,4.0,,21709
8445236,1,2,1,10,2025,1,32,3.0,,21710
8445236,1,3,1,10,2025,2,11,3.0,,21711
8445236,1,4,1,10,2025,1,8,3.0,,21712
8445236,1,5,1,10,2025,2,4,1.0,,21713
8445237,1,3,1,10,2025,2,10,3.0,,21717
8445238,1,1,1,10,2025,2,85,1.0,,21718
8445239,1,1,1,10,2025,2,24,4.0,,21720
8445239,1,2,1,10,2025,1,31,3.0,600000.0,21721
