per;mes;orden;hogar;p3271;p6040;p6050;p6083;p3042;inglabo;rama2d_r4
2025;12;1;1;2;44;1;1;10.0;6000000.0;62.0
2025;12;1;1;1;28;1;2;9.0;2800000.0;31.0
2025;12;2;1;2;27;3;1;5.0;1423000.0;92.0
2025;12;7;1;1;31;7;2;8.0;1626000.0;23.0
2025;12;1;1;1;48;1;2;5.0;2000000.0;80.0
2025;12;2;1;1;45;3;1;12.0;5200000.0;85.0
2025;12;2;1;2;26;2;3;6.0;2000000.0;96.0
2025;12;1;1;1;35;1;2;4.0;5000000.0;45.0
2025;12;1;1;2;62;1;3;3.0;300000.0;56.0
2025;12;2;1;2;61;2;3;5.0;500000.0;47.0
2025;12;5;1;1;33;3;1;6.0;1423000.0;85.0
2025;12;1;1;1;36;1;2;10.0;1500000.0;49.0
2025;12;1;1;2;52;1;2;5.0;1000000.0;96.0
2025;12;2;1;1;43;2;2;3.0;2000000.0;43.0
2025;12;1;1;2;58;1;2;11.0;9000000.0;84.0
2025;12;1;1;2;49;1;3;11.0;4500000.0;85.0
2025;12;3;1;2;21;3;1;8.0;2500000.0;82.0
2025;12;4;1;1;22;3;1;5.0;1000000.0;82.0
2025;12;1;1;1;42;1;2;10.0;800000.0;93.0
2025;12;1;1;1;49;1;3;1.0;100000.0;1.0
2025;12;1;1;1;47;1;2;10.0;900000.0;56.0
2025;12;3;1;2;66;6;3;5.0;100000.0;47.0
2025;12;1;1;2;30;1;1;8.0;1100000.0;85.0
2025;12;5;1;2;76;5;3;5.0;30000.0;95.0
2025;12;1;1;2;42;1;2;9.0;1100000.0;96.0
2025;12;1;1;1;53;1;2;10.0;4300000.0;84.0
2025;12;1;1;1;45;1;3;5.0;2400000.0;47.0
2025;12;2;1;1;31;3;1;5.0;1600000.0;41.0
2025;12;1;1;2;43;1;2;4.0;500000.0;97.0
2025;12;1;1;2;55;1;3;4.0;900000.0;14.0
2025;12;2;1;1;28;8;2;10.0;2100000.0;62.0
2025;12;2;1;1;42;2;2;4.0;900000.0;1.0
2025;12;1;1;2;29;1;2;4.0;900000.0;56.0
2025;12;2;1;1;34;2;2;8.0;1800000.0;86.0
2025;12;2;1;1;32;2;1;5.0;1500000.0;56.0
2025;12;1;1;1;34;1;2;3.0;1423500.0;41.0
2025;12;1;1;2;69;1;2;5.0;50000.0;47.0
2025;12;1;1;2;48;1;2;5.0;1823500.0;56.0
2025;12;3;1;1;36;3;1;5.0;800000.0;3.0
2025;12;3;1;1;37;3;1;4.0;1423500.0;31.0
2025;12;2;1;1;26;3;1;10.0;6000000.0;63.0
2025;12;2;1;2;65;2;3;3.0;480000.0;10.0
2025;12;1;1;2;54;1;2;4.0;1400000.0;56.0
2025;12;2;1;1;63;2;3;3.0;2000000.0;56.0
2025;12;1;1;1;55;1;2;3.0;1400000.0;81.0
2025;12;1;1;1;54;1;2;10.0;8000000.0;1.0
2025;12;1;1;1;65;1;3;3.0;900000.0;1.0
2025;12;1;1;2;35;1;2;5.0;1800000.0;47.0
2025;12;2;1;1;33;2;2;5.0;600000.0;45.0
2025;12;1;1;2;59;1;2;1.0;800000.0;97.0
2025;12;1;1;2;59;1;3;5.0;600000.0;47.0
2025;12;3;1;2;21;3;1;6.0;1500000.0;13.0
2025;12;8;1;2;21;3;1;5.0;1000000.0;97.0
2025;12;3;1;1;24;3;1;10.0;640000.0;56.0
2025;12;2;1;1;33;3;1;6.0;750000.0;49.0
2025;12;1;1;1;44;1;2;5.0;500000.0;10.0
2025;12;1;1;1;62;1;3;11.0;3500000.0;85.0
2025;12;4;1;1;26;3;1;5.0;1423500.0;23.0
2025;12;1;1;2;65;1;3;3.0;980000.0;81.0
2025;12;1;1;1;55;1;3;3.0;1340000.0;2.0
2025;12;2;1;1;47;3;1;3.0;500000.0;1.0
2025;12;1;1;1;81;1;3;3.0;50000.0;38.0
2025;12;2;1;1;47;2;2;1.0;600000.0;41.0
2025;12;1;1;2;27;1;2;5.0;700000.0;92.0
2025;12;3;1;2;23;8;2;5.0;1423500.0;47.0
2025;12;2;1;2;22;3;1;5.0;1400000.0;47.0
2025;12;1;1;1;80;1;3;4.0;1500000.0;97.0
2025;12;3;1;2;29;13;2;9.0;1423500.0;47.0
2025;12;1;1;1;42;1;2;5.0;2500000.0;52.0
2025;12;2;1;1;28;2;2;5.0;1423500.0;31.0
2025;12;3;1;2;25;3;1;10.0;1500000.0;64.0
2025;12;1;1;1;80;1;3;3.0;120000.0;10.0
2025;12;2;1;1;43;2;2;3.0;1500000.0;1.0
2025;12;1;1;2;59;1;3;10.0;240000.0;47.0
2025;12;3;1;2;20;8;2;10.0;1200000.0;47.0
2025;12;3;1;1;36;3;1;8.0;1423500.0;84.0
2025;12;2;1;2;37;3;1;5.0;1623500.0;92.0
2025;12;1;1;1;61;1;2;4.0;1500000.0;47.0
2025;12;1;1;1;39;1;2;4.0;1423500.0;81.0
2025;12;1;1;1;68;1;3;5.0;1423000.0;94.0
2025;12;3;1;1;37;3;1;5.0;1600000.0;73.0
2025;12;2;1;2;23;3;1;10.0;2800000.0;46.0
2025;12;1;1;1;66;1;2;3.0;800000.0;56.0
2025;12;1;1;2;66;1;3;5.0;1360000.0;56.0
2025;12;2;1;1;69;2;3;1.0;380000.0;38.0
2025;12;1;1;2;37;1;3;8.0;360000.0;56.0
2025;12;1;1;2;34;1;2;5.0;1423500.0;47.0
2025;12;2;1;2;26;3;1;8.0;2100000.0;86.0
2025;12;2;1;1;53;3;1;5.0;300000.0;80.0
2025;12;1;1;2;41;1;2;3.0;400000.0;81.0
2025;12;1;1;2;34;1;2;4.0;1200000.0;10.0
2025;12;5;1;1;19;8;2;5.0;800000.0;47.0
2025;12;1;1;2;43;1;3;4.0;750000.0;95.0
2025;12;1;1;2;26;1;2;5.0;1423500.0;47.0
2025;12;1;1;1;45;1;2;3.0;4000000.0;47.0
2025;12;1;1;1;70;1;3;8.0;1500000.0;41.0
2025;12;1;1;2;38;1;2;8.0;1400000.0;47.0
2025;12;1;1;2;27;1;2;8.0;1423500.0;86.0
2025;12;1;1;2;66;1;2;8.0;400000.0;95.0
2025;12;2;1;2;34;2;2;11.0;6000000.0;78.0
2025;12;1;2;1;30;1;2;9.0;1000000.0;61.0
2025;12;1;1;2;36;1;2;3.0;800000.0;81.0
2025;12;1;1;2;37;1;2;3.0;600000.0;81.0
2025;12;1;1;2;37;1;2;4.0;1423500.0;41.0
2025;12;1;1;2;43;1;2;3.0;500000.0;47.0
2025;12;4;1;2;48;6;3;5.0;240000.0;47.0
2025;12;1;1;2;37;1;2;12.0;6500000.0;85.0
2025;12;4;1;2;32;8;2;5.0;700000.0;47.0
2025;12;1;1;1;32;1;2;5.0;2423000.0;84.0
2025;12;1;1;1;51;1;2;9.0;3077000.0;62.0
2025;12;4;1;2;52;4;2;5.0;1800000.0;56.0
2025;12;1;1;2;43;1;2;10.0;3000000.0;86.0
2025;12;1;1;1;60;1;3;10.0;4500000.0;69.0
2025;12;2;1;1;41;2;2;5.0;1000000.0;49.0
2025;12;2;1;2;33;3;1;10.0;1700000.0;79.0
2025;12;1;1;1;38;1;1;9.0;1000000.0;47.0
2025;12;9;1;1;39;9;2;4.0;900000.0;49.0
2025;12;2;1;1;41;3;1;5.0;50000.0;61.0
2025;12;2;1;2;43;2;2;8.0;1400000.0;97.0
2025;12;1;1;1;60;1;3;4.0;1600000.0;1.0
2025;12;1;1;1;40;1;2;5.0;1650000.0;46.0
2025;12;1;1;1;26;1;2;9.0;2710000.0;47.0
2025;12;1;1;1;37;1;2;5.0;1200000.0;1.0
2025;12;1;1;2;41;1;2;8.0;1423500.0;53.0
2025;12;4;1;1;23;13;2;10.0;400000.0;47.0
2025;12;1;1;1;33;1;2;5.0;1500000.0;80.0
2025;12;1;1;1;50;1;3;1.0;700000.0;1.0
2025;12;1;1;1;58;1;3;10.0;5694000.0;62.0
2025;12;1;1;2;40;1;3;10.0;2800000.0;92.0
2025;12;1;1;2;59;1;3;5.0;160000.0;81.0
2025;12;1;1;1;57;1;3;3.0;1423500.0;68.0
2025;12;1;1;2;37;1;2;5.0;600000.0;81.0
2025;12;1;1;1;62;1;2;8.0;230000.0;95.0
2025;12;2;1;2;24;3;1;5.0;1000000.0;56.0
2025;12;1;1;2;53;1;2;8.0;1723000.0;47.0
2025;12;1;1;1;40;1;3;5.0;2600000.0;56.0
2025;12;3;1;2;25;6;2;10.0;2000000.0;64.0
2025;12;1;1;1;60;1;3;4.0;1500000.0;52.0
2025;12;4;1;2;27;3;1;10.0;2500000.0;10.0
2025;12;3;1;2;23;3;1;11.0;2000000.0;88.0
2025;12;1;1;2;30;1;2;5.0;1300000.0;47.0
2025;12;1;1;1;36;1;3;9.0;4000000.0;64.0
2025;12;1;1;2;72;1;2;3.0;900000.0;97.0
2025;12;2;1;2;49;2;2;8.0;2100000.0;47.0
2025;12;2;1;2;53;2;2;10.0;3100000.0;85.0
2025;12;1;1;2;30;1;2;9.0;1423500.0;49.0
2025;12;2;1;2;35;2;2;5.0;1423500.0;55.0
2025;12;1;1;1;46;1;2;4.0;300000.0;56.0
2025;12;3;1;1;24;3;1;5.0;1423500.0;45.0
2025;12;2;1;1;24;3;1;5.0;900000.0;45.0
2025;12;1;1;1;72;1;3;5.0;2000000.0;47.0
2025;12;2;1;2;29;2;2;9.0;1200000.0;96.0
2025;12;2;1;2;41;2;2;12.0;4000000.0;84.0
2025;12;1;1;1;37;1;2;4.0;3500000.0;41.0
2025;12;1;1;2;30;1;2;6.0;1423500.0;47.0
2025;12;1;1;2;56;1;3;5.0;710000.0;97.0
2025;12;1;1;2;49;1;3;10.0;4720000.0;84.0
2025;12;1;1;1;58;1;3;3.0;2466000.0;15.0
2025;12;1;1;2;55;1;1;4.0;1423500.0;81.0
2025;12;1;1;1;44;1;2;11.0;8500000.0;20.0
2025;12;2;1;1;46;2;2;8.0;3900000.0;84.0
2025;12;3;1;1;20;3;1;5.0;1200000.0;41.0
2025;12;3;1;1;25;3;1;5.0;1423500.0;23.0
2025;12;1;1;2;34;1;2;12.0;5150000.0;85.0
2025;12;1;1;1;49;1;2;5.0;1000000.0;47.0
2025;12;2;1;2;57;2;3;1.0;800000.0;81.0
2025;12;2;1;1;42;3;1;5.0;280000.0;61.0
2025;12;1;1;1;28;1;2;10.0;1200000.0;56.0
2025;12;1;1;2;70;1;3;4.0;200000.0;47.0
2025;12;1;1;2;40;1;2;10.0;4300000.0;84.0
2025;12;1;1;1;40;1;2;5.0;1450000.0;47.0
2025;12;3;1;1;26;3;1;8.0;2400000.0;35.0
2025;12;3;1;1;26;3;1;10.0;2200000.0;85.0
2025;12;2;1;2;38;2;2;5.0;1423500.0;82.0
2025;12;1;1;1;36;1;2;4.0;1450000.0;64.0
2025;12;2;1;1;35;2;2;3.0;1300000.0;41.0
2025;12;1;1;1;59;1;3;4.0;500000.0;49.0
2025;12;2;1;2;25;3;2;4.0;1400000.0;52.0
2025;12;2;1;1;42;3;3;5.0;2000000.0;49.0
2025;12;1;1;2;58;1;3;3.0;100000.0;95.0
2025;12;2;1;2;25;3;1;5.0;1080000.0;47.0
2025;12;1;1;2;78;1;3;3.0;300000.0;47.0
2025;12;1;1;1;66;1;3;5.0;700000.0;41.0
2025;12;1;1;2;31;1;2;3.0;2200000.0;56.0
2025;12;1;1;1;49;1;2;5.0;1423500.0;46.0
2025;12;1;1;2;46;1;3;12.0;5800000.0;85.0
2025;12;2;1;1;47;6;3;5.0;500000.0;31.0
2025;12;1;1;1;60;1;2;3.0;735000.0;1.0
2025;12;2;1;1;63;2;2;5.0;1423500.0;35.0
2025;12;1;1;1;32;1;2;10.0;400000.0;52.0
2025;12;1;1;1;27;1;2;10.0;3625000.0;85.0
2025;12;1;1;2;51;1;2;3.0;400000.0;81.0
2025;12;1;1;1;32;1;2;5.0;2300000.0;84.0
2025;12;1;1;2;40;1;2;3.0;1150000.0;1.0
2025;12;5;1;2;26;9;3;10.0;1423500.0;10.0
2025;12;2;1;1;21;3;1;4.0;600000.0;15.0
2025;12;2;1;2;20;13;2;10.0;1623500.0;97.0
2025;12;1;1;2;40;1;2;5.0;600000.0;10.0
2025;12;1;1;2;35;1;2;5.0;500000.0;47.0
2025;12;1;1;2;74;1;3;1.0;252000.0;47.0
2025;12;2;1;1;30;2;2;4.0;2000000.0;41.0
2025;12;1;1;2;43;1;2;4.0;50000.0;56.0
2025;12;4;1;2;48;3;1;8.0;500000.0;47.0
2025;12;1;1;2;58;1;2;5.0;2000000.0;47.0
2025;12;2;1;1;42;2;3;5.0;1600000.0;29.0
2025;12;1;1;1;63;1;3;13.0;9500000.0;84.0
2025;12;1;1;1;55;1;1;5.0;380000.0;47.0
2025;12;1;1;2;31;1;2;10.0;1423500.0;56.0
2025;12;1;1;2;46;1;2;10.0;4000000.0;47.0
2025;12;2;1;1;60;3;1;5.0;1720000.0;56.0
2025;12;1;1;2;44;1;2;8.0;1600000.0;52.0
2025;12;1;1;2;54;1;2;6.0;1623500.0;14.0
2025;12;1;1;2;53;1;3;4.0;1900000.0;56.0
2025;12;2;1;1;32;3;2;5.0;2000000.0;56.0
2025;12;1;1;1;52;1;2;10.0;900000.0;49.0
2025;12;2;1;1;51;2;2;3.0;2500000.0;31.0
2025;12;1;1;1;42;1;2;12.0;21000000.0;35.0
2025;12;2;1;1;16;3;2;3.0;600000.0;45.0
2025;12;2;1;2;47;2;2;12.0;4800000.0;84.0
2025;12;2;1;2;61;2;2;3.0;1200000.0;97.0
2025;12;2;1;2;27;3;2;10.0;1619000.0;85.0
2025;12;2;1;2;42;3;1;5.0;800000.0;81.0
2025;12;2;1;2;20;6;2;5.0;1600000.0;47.0
2025;12;2;1;1;35;3;1;5.0;2000000.0;75.0
2025;12;1;1;2;24;1;2;5.0;1000000.0;47.0
2025;12;1;1;2;47;1;1;5.0;1100000.0;81.0
2025;12;3;1;2;29;3;1;10.0;1900000.0;85.0
2025;12;1;1;2;48;1;2;10.0;5800000.0;84.0
2025;12;2;1;1;77;2;3;10.0;900000.0;85.0
2025;12;1;1;1;37;1;2;4.0;320000.0;43.0
2025;12;2;1;1;29;3;1;4.0;1200000.0;41.0
2025;12;1;1;1;57;1;3;5.0;2400000.0;10.0
2025;12;1;1;1;41;1;2;3.0;1200000.0;1.0
2025;12;1;1;2;30;1;2;8.0;1800000.0;86.0
2025;12;2;1;1;67;9;3;3.0;1200000.0;31.0
2025;12;3;1;2;45;3;1;10.0;3000000.0;63.0
2025;12;1;1;1;46;1;2;8.0;2500000.0;45.0
2025;12;2;1;1;48;2;2;11.0;8000000.0;74.0
2025;12;1;1;1;41;1;3;5.0;1700000.0;52.0
2025;12;2;1;2;45;2;2;6.0;1423500.0;1.0
2025;12;2;1;2;39;2;2;5.0;750000.0;47.0
2025;12;1;1;1;67;1;3;3.0;200000.0;3.0
2025;12;2;1;1;52;3;3;3.0;300000.0;47.0
2025;12;2;1;2;48;6;3;11.0;10390000.0;17.0
2025;12;2;1;2;56;2;2;5.0;500000.0;47.0
2025;12;2;1;2;33;2;2;5.0;3000000.0;35.0
2025;12;1;1;2;56;1;2;3.0;1300000.0;38.0
2025;12;1;1;2;29;1;2;5.0;1570000.0;56.0
2025;12;2;1;2;42;2;2;6.0;1423500.0;17.0
2025;12;1;1;1;38;1;2;5.0;1400000.0;68.0
2025;12;2;1;2;52;2;2;5.0;200000.0;1.0
2025;12;2;1;2;21;2;2;4.0;1423500.0;47.0
2025;12;2;1;1;21;3;1;5.0;1423500.0;5.0
2025;12;1;1;1;26;1;2;10.0;5360000.0;64.0
2025;12;1;1;1;54;1;1;3.0;700000.0;45.0
2025;12;1;1;1;55;1;2;10.0;1500000.0;31.0
2025;12;2;1;1;19;3;1;5.0;900000.0;41.0
2025;12;1;1;2;65;1;2;10.0;1600000.0;47.0
2025;12;1;1;1;62;1;3;3.0;1600000.0;1.0
2025;12;2;1;2;42;2;3;5.0;900000.0;47.0
2025;12;1;1;2;40;1;2;5.0;950000.0;69.0
2025;12;2;1;2;35;2;2;5.0;100000.0;96.0
2025;12;1;1;1;61;1;2;12.0;9823000.0;84.0
2025;12;1;1;1;60;1;2;8.0;1200000.0;47.0
2025;12;4;1;1;19;3;1;3.0;500000.0;1.0
2025;12;1;1;1;48;1;3;3.0;600000.0;1.0
2025;12;2;1;2;44;3;1;5.0;600000.0;97.0
2025;12;3;1;1;21;3;1;5.0;800000.0;7.0
2025;12;4;1;2;31;3;1;8.0;1800000.0;47.0
2025;12;3;1;2;23;3;1;4.0;800000.0;56.0
2025;12;4;1;1;29;3;1;10.0;5200000.0;41.0
2025;12;1;1;2;51;1;2;5.0;1423500.0;14.0
2025;12;1;1;2;31;1;2;10.0;9000000.0;47.0
2025;12;1;1;1;51;1;2;10.0;6000000.0;23.0
2025;12;1;1;1;30;1;2;5.0;1200000.0;41.0
2025;12;2;1;1;46;2;2;4.0;1400000.0;45.0
2025;12;2;1;2;35;2;2;10.0;1000000.0;86.0
2025;12;1;1;2;29;1;2;5.0;1450000.0;47.0
2025;12;1;1;1;46;1;2;10.0;4000000.0;84.0
2025;12;2;1;1;25;3;1;8.0;1200000.0;56.0
2025;12;1;1;1;48;1;2;4.0;2533500.0;1.0
2025;12;2;1;1;57;2;3;4.0;500000.0;1.0
2025;12;2;1;2;29;2;2;4.0;8000.0;56.0
2025;12;1;1;2;22;1;2;10.0;3000000.0;45.0
2025;12;1;1;2;41;1;2;10.0;12000000.0;86.0
2025;12;3;1;2;31;3;1;11.0;2400000.0;84.0
2025;12;3;1;2;23;3;1;9.0;1500000.0;62.0
2025;12;2;1;1;51;2;3;5.0;1420000.0;86.0
2025;12;2;1;2;62;2;3;11.0;5800000.0;85.0
2025;12;3;1;1;35;9;2;9.0;2150000.0;71.0
2025;12;1;1;1;40;1;2;5.0;2300000.0;6.0
2025;12;1;1;1;45;1;2;5.0;2373500.0;56.0
2025;12;3;1;2;20;3;1;10.0;980000.0;56.0
2025;12;1;1;1;49;1;2;5.0;1423500.0;70.0
2025;12;3;1;1;29;3;1;8.0;1423500.0;55.0
2025;12;1;1;2;42;1;2;10.0;4200000.0;85.0
2025;12;2;1;2;51;2;2;11.0;8500000.0;84.0
2025;12;4;1;2;27;8;1;5.0;700000.0;1.0
