directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8452191,1,1,1,10,2025,2,37,8.0,1100000.0,38166
8468495,1,2,1,10,2025,2,37,8.0,1623000.0,54765
8473662,1,1,1,10,2025,2,29,10.0,1423500.0,66059
8447849,1,1,1,10,2025,1,39,10.0,2000000.0,27881
8450641,1,1,1,10,2025,1,53,1.0,800000.0,34247
8438040,1,1,1,10,2025,1,67,8.0,1000000.0,5090
8437355,1,5,1,10,2025,1,27,9.0,1423000.0,3626
8473612,1,2,1,10,2025,2,27,5.0,800000.0,65957
8443823,1,2,1,10,2025,1,36,9.0,2000000.0,18606
8442110,1,2,1,10,2025,2,63,3.0,800000.0,14294
8440320,1,2,1,10,2025,1,40,5.0,1423500.0,10282
8471470,1,1,1,10,2025,1,38,11.0,6000000.0,62050
8442291,1,1,1,10,2025,2,66,3.0,500000.0,14750
8450398,1,3,1,10,2025,1,36,8.0,500000.0,33659
8438439,1,4,1,10,2025,2,24,5.0,1423500.0,6007
8450754,1,2,1,10,2025,1,61,4.0,2847000.0,34523
8472208,1,2,1,10,2025,2,45,11.0,5000000.0,63552
8470749,1,4,1,10,2025,1,44,4.0,1500000.0,60497
8441098,1,2,1,10,2025,2,63,11.0,5800000.0,12072
8472604,1,3,1,10,2025,1,22,4.0,900000.0,64311
8447219,1,1,1,10,2025,1,26,10.0,5000000.0,26394
8443014,1,4,1,10,2025,1,21,5.0,720000.0,16490
8462478,1,2,1,10,2025,1,45,3.0,1400000.0,41069
8436430,1,1,1,10,2025,2,53,13.0,6000000.0,1128
8442583,1,2,1,10,2025,1,38,4.0,1500000.0,15448
8444128,1,1,1,10,2025,1,35,10.0,700000.0,19376
8450358,1,2,1,10,2025,2,34,10.0,2000000.0,33568
8442127,1,3,1,10,2025,2,32,5.0,1500000.0,14336
8443936,1,2,1,10,2025,2,48,10.0,5000000.0,18870
8444412,1,2,1,10,2025,2,26,10.0,700000.0,20068
8470586,1,2,1,10,2025,2,45,10.0,2100000.0,60088
8472431,1,2,1,10,2025,1,57,3.0,700000.0,63990
8472736,1,1,1,10,2025,1,38,12.0,4800000.0,64615
8447800,1,5,1,10,2025,1,24,6.0,1423500.0,27736
8452385,1,1,1,10,2025,1,48,11.0,5000000.0,38667
8445263,1,1,1,10,2025,2,40,8.0,430000.0,21802
8444062,1,1,1,10,2025,2,38,4.0,662000.0,19226
8470729,1,1,1,10,2025,1,60,5.0,1200000.0,60418
8440768,1,2,1,10,2025,2,36,11.0,2000000.0,11373
8470004,1,1,1,10,2025,1,55,3.0,1500000.0,58688
8469953,1,3,1,10,2025,1,30,10.0,1423500.0,58558
8451109,1,1,1,10,2025,2,66,5.0,1423500.0,35387
8448596,1,1,1,10,2025,1,34,10.0,4100000.0,29485
8466109,1,3,1,10,2025,1,45,5.0,1423500.0,48974
8464304,1,1,1,10,2025,1,38,5.0,1500000.0,45107
8450626,1,1,1,10,2025,2,37,4.0,720000.0,34207
8470298,1,1,1,10,2025,1,67,6.0,2000000.0,59400
8462286,1,1,1,10,2025,1,73,3.0,1700000.0,40651
8468032,1,1,1,10,2025,1,52,10.0,4800000.0,53679
8436509,1,7,1,10,2025,2,64,3.0,60000.0,1341
8441733,1,1,1,10,2025,2,22,5.0,1400000.0,13397
8445299,1,2,1,10,2025,1,35,5.0,950000.0,21922
8444449,1,1,1,10,2025,1,55,3.0,1400000.0,20170
8446077,1,2,1,10,2025,1,37,10.0,2900000.0,23721
8452063,1,1,1,10,2025,1,72,1.0,300000.0,37837
8468313,1,1,1,10,2025,2,26,10.0,1400000.0,54291
8446252,1,1,1,10,2025,1,67,3.0,20000.0,24213
8471533,1,2,1,10,2025,2,46,6.0,1900000.0,62135
8444444,1,1,1,10,2025,1,44,10.0,4650000.0,20155
8471033,1,2,1,10,2025,2,39,4.0,360000.0,61208
8446809,1,1,1,10,2025,1,50,4.0,700000.0,25550
8464425,1,6,1,10,2025,1,65,4.0,600000.0,45415
8440038,1,1,1,10,2025,1,75,3.0,500000.0,9637
8437434,1,1,1,10,2025,2,40,5.0,1000000.0,3813
8463205,1,1,1,10,2025,2,32,8.0,1600000.0,42638
8445253,1,1,1,10,2025,1,55,3.0,600000.0,21775
8437429,1,4,1,10,2025,2,59,8.0,2500000.0,3800
8437822,1,1,1,10,2025,1,36,5.0,1423500.0,4631
8462398,1,1,1,10,2025,2,26,5.0,1200000.0,40897
8449395,1,2,1,10,2025,2,43,5.0,400000.0,31133
8465122,1,1,1,10,2025,2,26,5.0,1400000.0,47065
8437843,1,2,1,10,2025,1,36,8.0,2000000.0,4684
8462405,1,1,1,10,2025,1,52,3.0,1800000.0,40910
8439878,1,1,1,10,2025,1,31,5.0,2000000.0,9389
8468601,1,1,1,10,2025,1,43,5.0,2000000.0,55020
8450181,1,3,1,10,2025,1,30,3.0,1475000.0,33111
8470424,1,1,1,10,2025,2,35,4.0,60000.0,59703
8463543,1,4,1,10,2025,1,24,5.0,1423500.0,43545
8468094,1,1,1,10,2025,1,51,5.0,1623500.0,53839
8467847,1,2,1,10,2025,2,41,8.0,1423500.0,53219
8451840,1,1,1,10,2025,2,34,10.0,1700000.0,37275
8438556,1,3,1,10,2025,1,41,5.0,750000.0,6287
8465852,1,5,1,10,2025,1,15,4.0,300000.0,48468
8451772,1,1,1,10,2025,2,64,3.0,400000.0,37110
8463538,1,1,1,10,2025,1,28,5.0,2000000.0,43530
8443457,1,2,1,10,2025,2,26,5.0,1000000.0,17624
8461901,1,1,1,10,2025,1,58,5.0,700000.0,39705
8447019,1,1,1,10,2025,1,60,10.0,2500000.0,26031
8441655,1,1,1,10,2025,1,29,5.0,1000000.0,13221
8437945,1,2,1,10,2025,2,68,10.0,12000000.0,4886
8472092,1,2,1,10,2025,2,35,5.0,2003500.0,63275
8442220,1,1,1,10,2025,1,53,3.0,1423500.0,14593
8449304,1,1,1,10,2025,1,46,1.0,700000.0,30887
8462628,1,1,1,10,2025,2,35,5.0,300000.0,41417
8472947,1,1,1,10,2025,1,76,3.0,1000000.0,64978
8442410,1,1,1,10,2025,2,41,4.0,900000.0,15064
8441945,1,1,1,10,2025,1,33,4.0,3500000.0,13922
8452152,1,2,1,10,2025,2,41,9.0,2500000.0,38080
8439776,1,1,1,10,2025,2,66,4.0,400000.0,9080
8469541,1,2,1,10,2025,1,72,3.0,200000.0,57465
8451065,1,1,1,10,2025,2,60,3.0,1320000.0,35283
8443283,1,1,1,10,2025,1,54,5.0,600000.0,17157
8448206,1,1,1,10,2025,2,35,5.0,1200000.0,28701
8469975,1,1,1,10,2025,1,36,4.0,2500000.0,58612
8464844,1,1,1,10,2025,1,61,3.0,3200000.0,46378
8467948,1,1,1,10,2025,1,66,4.0,1480000.0,53491
8441532,1,1,1,10,2025,1,55,4.0,1800000.0,12962
8437288,1,2,1,10,2025,2,38,8.0,1425000.0,3420
8451372,1,1,1,10,2025,1,37,1.0,1800000.0,36087
8466505,1,1,1,10,2025,1,58,6.0,800000.0,49929
8451560,1,2,1,10,2025,2,43,10.0,1423500.0,36548
8468264,1,1,1,10,2025,1,49,4.0,2423500.0,54187
8462175,1,1,1,10,2025,2,28,9.0,8000000.0,40416
8439896,1,2,1,10,2025,2,34,9.0,3200000.0,9441
8465853,1,3,1,10,2025,2,23,11.0,2000000.0,48471
8473817,1,2,1,10,2025,1,36,5.0,800000.0,66312
8472245,1,1,1,10,2025,2,76,4.0,50000.0,63629
8469840,1,2,1,10,2025,2,29,8.0,1423500.0,58274
8452019,1,2,1,10,2025,1,18,4.0,700000.0,37739
8461767,1,1,1,10,2025,1,43,5.0,1100000.0,39329
8439851,1,1,1,10,2025,2,43,10.0,1423500.0,9312
8442834,1,2,1,10,2025,2,46,8.0,1900000.0,16048
8468296,1,3,1,10,2025,1,25,10.0,1623000.0,54250
8437689,1,1,1,10,2025,2,43,10.0,2600000.0,4377
8442369,1,1,1,10,2025,2,30,9.0,1000000.0,14974
8439511,1,2,1,10,2025,1,64,1.0,1000000.0,8419
8449761,1,1,1,10,2025,1,69,3.0,400000.0,32054
8437514,1,1,1,10,2025,1,61,10.0,3800000.0,4032
8436597,1,3,1,10,2025,1,29,10.0,2100000.0,1566
8439244,1,2,1,10,2025,2,39,5.0,1423500.0,7816
8436417,1,1,1,10,2025,1,29,4.0,1200000.0,1099
8468170,1,1,1,10,2025,2,45,8.0,3210000.0,53995
8471681,1,2,1,10,2025,1,46,5.0,1200000.0,62455
8451177,1,2,1,10,2025,2,26,8.0,600000.0,35570
8471098,1,3,1,10,2025,2,30,10.0,4000000.0,61366
8444678,1,2,1,10,2025,1,23,9.0,1423500.0,20770
8469285,1,5,1,10,2025,1,24,4.0,500000.0,56795
8443071,1,1,1,10,2025,1,40,4.0,150000.0,16651
8448208,1,1,1,10,2025,1,34,3.0,1500000.0,28707
8472128,1,1,1,10,2025,2,41,5.0,1000000.0,63354
8442565,1,1,1,10,2025,1,50,3.0,500000.0,15423
8436622,1,1,1,10,2025,2,53,9.0,5000000.0,1633
8468824,1,5,1,10,2025,1,21,5.0,750000.0,55596
8437089,1,1,1,10,2025,1,63,10.0,2000000.0,2904
8467040,1,2,1,10,2025,1,62,1.0,800000.0,51174
8463663,1,1,1,10,2025,2,36,10.0,5700000.0,43808
8465407,1,2,1,10,2025,1,44,5.0,1800000.0,47561
8443419,1,1,1,10,2025,1,60,3.0,1735000.0,17536
8448365,1,1,1,10,2025,1,63,3.0,1900000.0,28974
8443331,1,2,1,10,2025,2,29,5.0,500000.0,17288
8448083,1,1,1,10,2025,1,63,3.0,800000.0,28451
8439611,1,1,1,10,2025,1,70,10.0,800000.0,8692
8462713,1,3,1,10,2025,1,29,3.0,300000.0,41623
8468126,1,1,1,10,2025,2,45,8.0,3800000.0,53886
8452235,1,2,1,10,2025,2,28,8.0,300000.0,38291
8469162,1,1,1,10,2025,1,41,4.0,3500000.0,56476
8468881,1,3,1,10,2025,1,22,4.0,1100000.0,55750
8469899,1,1,1,10,2025,2,31,5.0,3423500.0,58400
8448775,1,2,1,10,2025,2,32,11.0,3000000.0,29858
8473006,1,1,1,10,2025,1,62,5.0,900000.0,65085
8467614,1,1,1,10,2025,1,40,5.0,1600000.0,52635
8469217,1,1,1,10,2025,2,56,4.0,200000.0,56613
8436861,1,7,1,10,2025,1,20,5.0,1623500.0,2270
8438595,1,4,1,10,2025,1,35,9.0,4500000.0,6396
8448357,1,2,1,10,2025,2,28,9.0,2100000.0,28958
8442999,1,2,1,10,2025,2,53,11.0,8000000.0,16446
8449495,1,1,1,10,2025,1,30,5.0,800000.0,31383
8442997,1,1,1,10,2025,2,48,10.0,2000000.0,16439
8469220,1,1,1,10,2025,1,37,12.0,3240000.0,56620
8449029,1,1,1,10,2025,1,59,9.0,8900000.0,30281
8438936,1,1,1,10,2025,2,36,5.0,1650000.0,7124
8443095,1,3,1,10,2025,1,34,9.0,1500000.0,16707
8447522,1,3,1,10,2025,1,59,5.0,800000.0,27172
8463347,1,3,1,10,2025,2,36,10.0,1600000.0,43015
8444259,1,3,1,10,2025,1,20,5.0,1800000.0,19674
8444153,1,1,1,10,2025,2,27,5.0,900000.0,19434
8438013,1,1,1,10,2025,1,45,10.0,3000000.0,5009
8444331,1,2,1,10,2025,2,32,9.0,340000.0,19856
8473725,1,4,1,10,2025,2,25,5.0,1623000.0,66183
8437074,1,1,1,10,2025,2,35,10.0,2500000.0,2872
8439085,1,2,1,10,2025,1,49,8.0,5100000.0,7468
8472253,1,1,1,10,2025,1,28,5.0,1800000.0,63636
8439737,1,1,1,10,2025,2,34,8.0,1600000.0,9028
8468859,1,4,1,10,2025,1,21,5.0,1000000.0,55702
8441198,1,2,1,10,2025,1,52,3.0,450000.0,12289
8469904,1,2,1,10,2025,2,37,5.0,1423500.0,58414
8438306,1,1,1,10,2025,1,58,5.0,650000.0,5669
8446601,1,3,1,10,2025,1,21,10.0,0.0,25121
8436338,1,1,1,10,2025,1,58,10.0,700000.0,948
8442189,1,2,1,10,2025,1,39,5.0,1423500.0,14498
8448950,1,2,1,10,2025,2,38,5.0,2350000.0,30136
8438265,1,1,1,10,2025,2,34,10.0,5300000.0,5548
8465059,1,2,1,10,2025,2,35,11.0,3000000.0,46881
8447010,1,1,1,10,2025,1,29,5.0,1000000.0,26010
8437533,1,1,1,10,2025,2,62,4.0,750000.0,4071
8465105,1,1,1,10,2025,2,53,3.0,850000.0,47020
8446609,1,6,1,10,2025,1,30,9.0,4200000.0,25148
8449351,1,1,1,10,2025,1,48,3.0,1500000.0,31014
8447480,1,1,1,10,2025,2,33,10.0,2500000.0,27098
8463147,1,1,1,10,2025,2,44,10.0,5000000.0,42491
8451599,1,1,1,10,2025,2,45,5.0,1423500.0,36623
8439700,1,1,1,10,2025,2,55,10.0,1000000.0,8941
8468516,1,3,1,10,2025,1,41,5.0,2000000.0,54826
8462187,1,1,1,10,2025,2,42,4.0,600000.0,40447
8472135,1,1,1,10,2025,2,54,4.0,800000.0,63376
8469007,1,2,1,10,2025,1,52,5.0,1423500.0,56032
8446662,1,3,1,10,2025,2,58,8.0,1423500.0,25286
8468885,1,1,1,10,2025,1,60,5.0,700000.0,55762
8440018,1,1,1,10,2025,2,32,5.0,1250000.0,9602
8467103,1,1,1,10,2025,2,71,5.0,1200000.0,51374
8472624,1,2,1,10,2025,2,51,5.0,1900000.0,64356
8444559,1,2,1,10,2025,2,58,10.0,1423500.0,20473
8436932,1,5,1,10,2025,2,56,5.0,750000.0,2530
8448110,1,1,1,10,2025,1,56,3.0,1800000.0,28502
8471061,1,1,1,10,2025,1,58,4.0,1000000.0,61259
8449988,1,2,1,10,2025,1,53,5.0,800000.0,32639
8463302,1,1,1,10,2025,2,35,10.0,1200000.0,42885
8463659,1,2,1,10,2025,2,30,10.0,2800000.0,43801
8447549,1,4,1,10,2025,2,50,3.0,880000.0,27216
8444955,1,2,1,10,2025,2,37,10.0,3100000.0,21483
8452193,1,5,1,10,2025,2,27,5.0,800000.0,38173
8462673,1,1,1,10,2025,1,26,10.0,1950000.0,41513
8437728,1,2,1,10,2025,1,43,5.0,2000000.0,4455
8439622,1,1,1,10,2025,2,66,11.0,6400000.0,8727
8450926,1,2,1,10,2025,2,23,3.0,250000.0,34935
8445671,1,1,1,10,2025,1,57,9.0,2210000.0,22811
8448393,1,4,1,10,2025,1,28,5.0,1423500.0,29047
8443374,1,1,1,10,2025,1,44,3.0,1600000.0,17424
8468168,1,1,1,10,2025,2,34,10.0,3500000.0,53992
8439068,1,1,1,10,2025,2,28,5.0,200000.0,7427
8469900,1,3,1,10,2025,1,47,8.0,2000000.0,58404
8469410,1,2,1,10,2025,2,25,5.0,840000.0,57136
8472610,1,1,1,10,2025,1,39,5.0,1423500.0,64328
8468941,1,1,1,10,2025,1,19,5.0,1423500.0,55877
8437097,1,2,1,10,2025,1,20,5.0,1400000.0,2931
8470334,1,1,1,10,2025,1,58,3.0,2533500.0,59491
8472779,1,1,1,10,2025,2,40,8.0,1600000.0,64701
8465593,1,1,1,10,2025,1,26,5.0,1500000.0,47915
8464884,1,2,1,10,2025,2,68,10.0,4270500.0,46468
8470133,1,1,1,10,2025,1,42,3.0,1400000.0,59015
8464155,1,1,1,10,2025,2,50,5.0,300000.0,44866
8462041,1,2,1,10,2025,1,51,4.0,1423500.0,40111
8437209,1,1,1,10,2025,2,63,5.0,960000.0,3178
8437783,1,2,1,10,2025,2,61,10.0,1423500.0,4559
8447288,1,1,1,10,2025,2,35,8.0,1623500.0,26603
8469106,1,3,1,10,2025,1,30,5.0,1423500.0,56303
8444511,1,2,1,10,2025,1,60,5.0,1400000.0,20337
8436559,1,1,1,10,2025,2,61,12.0,9500000.0,1472
8438432,1,1,1,10,2025,1,47,10.0,3000000.0,5987
8467229,1,1,1,10,2025,2,38,5.0,1300000.0,51694
8437457,1,2,1,10,2025,1,48,10.0,7000000.0,3869
8446437,1,1,1,10,2025,2,45,8.0,2000000.0,24681
8446311,1,2,1,10,2025,2,30,8.0,190000.0,24389
8443893,1,4,1,10,2025,2,66,5.0,600000.0,18775
8472302,1,5,1,10,2025,1,61,3.0,2600000.0,63737
8463046,1,1,1,10,2025,1,64,1.0,1200000.0,42298
8470027,1,1,1,10,2025,2,82,3.0,630000.0,58750
8473672,1,1,1,10,2025,2,41,10.0,1700000.0,66080
8471132,1,3,1,10,2025,2,34,11.0,8000000.0,61453
8443728,1,1,1,10,2025,2,54,8.0,9000000.0,18342
8443886,1,2,1,10,2025,1,45,5.0,1423500.0,18754
8442492,1,1,1,10,2025,1,64,5.0,1500000.0,15262
8439640,1,1,1,10,2025,2,63,3.0,240000.0,8761
8450682,1,1,1,10,2025,2,37,4.0,800000.0,34364
8463972,1,1,1,10,2025,2,48,8.0,1423500.0,44515
8443716,1,1,1,10,2025,2,21,3.0,1300000.0,18313
8465974,1,1,1,10,2025,2,39,10.0,5500000.0,48732
8470134,1,1,1,10,2025,1,35,3.0,800000.0,59018
8469309,1,3,1,10,2025,1,37,10.0,2900000.0,56863
8469821,1,2,1,10,2025,2,33,5.0,500000.0,58233
8447598,1,1,1,10,2025,1,62,11.0,6000000.0,27302
8466460,1,2,1,10,2025,2,49,5.0,1400000.0,49796
8469762,1,1,1,10,2025,1,52,9.0,51000000.0,58087
8441732,1,1,1,10,2025,1,20,5.0,1700000.0,13396
8451092,1,1,1,10,2025,1,26,5.0,1520000.0,35342
8441741,1,1,1,10,2025,1,43,4.0,900000.0,13418
8443868,1,1,1,10,2025,1,49,8.0,4300000.0,18712
8462529,1,2,1,10,2025,2,29,8.0,640000.0,41199
8470467,1,3,1,10,2025,1,30,9.0,3000000.0,59809
8442185,1,3,1,10,2025,1,32,10.0,5000000.0,14489
8469081,1,2,1,10,2025,2,48,4.0,300000.0,56237
8470890,1,3,1,10,2025,1,27,5.0,1950000.0,60874
8448701,1,4,1,10,2025,1,53,4.0,680000.0,29681
8469211,1,3,1,10,2025,2,20,10.0,1423500.0,56598
8463690,1,1,1,10,2025,1,68,3.0,1000000.0,43869
8471116,1,1,1,10,2025,1,42,10.0,2000000.0,61410
8470898,1,2,1,10,2025,1,46,3.0,2000000.0,60891
8448089,1,2,1,10,2025,2,29,10.0,1423500.0,28465
8452494,1,1,1,10,2025,2,58,4.0,320000.0,38965
8472980,1,1,1,10,2025,1,51,8.0,1800000.0,65018
8473194,1,3,1,10,2025,1,37,3.0,1300000.0,65401
8437174,1,1,1,10,2025,1,33,10.0,2000000.0,3096
8465871,1,2,1,10,2025,1,61,3.0,800000.0,48530
8447674,1,1,1,10,2025,2,48,10.0,1000000.0,27483
8467383,1,2,1,10,2025,2,64,5.0,130000.0,52077
8448585,1,1,1,10,2025,1,33,10.0,3000000.0,29462
8442781,1,1,1,10,2025,1,46,9.0,4000000.0,15918
8447495,1,1,1,10,2025,2,58,10.0,3600000.0,27130
8467627,3,1,3,10,2025,1,55,3.0,900000.0,52675
8450898,1,2,1,10,2025,1,33,5.0,1423500.0,34843
8452349,1,1,1,10,2025,1,27,5.0,2200000.0,38580
8446542,1,1,1,10,2025,2,35,9.0,1425000.0,24947
8466536,1,1,1,10,2025,1,64,3.0,260000.0,50006
8436719,1,1,1,10,2025,2,37,5.0,1623500.0,1887
8448722,1,1,1,10,2025,2,30,8.0,120000.0,29737
8469157,1,2,1,10,2025,1,49,5.0,500000.0,56459
8473667,1,2,1,10,2025,2,42,10.0,1423500.0,66070
8444707,2,2,2,10,2025,2,55,3.0,1600000.0,20854
8464860,1,1,1,10,2025,1,56,3.0,700000.0,46411
8446595,1,2,1,10,2025,2,46,8.0,1420000.0,25105
8451973,1,2,1,10,2025,2,28,5.0,1423500.0,37626
8442203,1,2,1,10,2025,2,36,5.0,1873500.0,14549
8446051,1,1,1,10,2025,2,29,8.0,2846000.0,23665
8436282,1,1,1,10,2025,1,48,3.0,1800000.0,814
8470471,1,3,1,10,2025,2,65,4.0,150000.0,59820
8466460,1,3,1,10,2025,1,22,5.0,500000.0,49797
8437095,1,1,1,10,2025,2,49,10.0,1000000.0,2924
8441509,1,2,1,10,2025,2,57,3.0,300000.0,12902
8440561,1,3,1,10,2025,1,49,9.0,1423500.0,10824
8469322,1,1,1,10,2025,1,27,4.0,800000.0,56906
8439842,1,1,1,10,2025,1,28,6.0,1460000.0,9284
8451320,1,2,1,10,2025,2,42,3.0,600000.0,35955
8445268,1,2,1,10,2025,2,30,5.0,120000.0,21819
8452542,1,1,1,10,2025,1,36,5.0,2200000.0,39100
8445234,1,1,1,10,2025,1,19,5.0,900000.0,21704
8446485,1,2,1,10,2025,2,46,12.0,7000000.0,24813
8467824,1,4,1,10,2025,2,25,10.0,1423500.0,53139
8440191,1,1,1,10,2025,1,59,5.0,1600000.0,9971
8436094,1,2,1,10,2025,2,25,10.0,350000.0,373
8468847,1,2,1,10,2025,2,27,9.0,1800000.0,55669
8447982,1,3,1,10,2025,2,64,3.0,1423500.0,28189
8469934,1,1,1,10,2025,2,25,5.0,1500000.0,58498
8464655,1,4,1,10,2025,2,29,10.0,2000000.0,45994
8444275,1,2,1,10,2025,1,28,5.0,600000.0,19705
8452599,1,1,1,10,2025,1,46,5.0,1500000.0,39245
8466641,1,1,1,10,2025,1,57,3.0,2300000.0,50248
8472190,1,1,1,10,2025,2,48,3.0,400000.0,63507
8462708,1,10,1,10,2025,2,22,4.0,20000.0,41600
8442588,1,1,1,10,2025,1,59,5.0,1800000.0,15463
8464058,1,3,1,10,2025,1,19,6.0,1423500.0,44690
8452108,1,1,1,10,2025,2,49,5.0,1200000.0,37971
8444095,1,1,1,10,2025,1,36,11.0,4200000.0,19317
8439572,1,3,1,10,2025,2,47,5.0,714250.0,8594
8462162,1,1,1,10,2025,2,41,11.0,5900000.0,40409
8463046,1,2,1,10,2025,2,57,3.0,750000.0,42299
8447725,1,2,1,10,2025,1,54,1.0,280000.0,27582
8441985,1,1,1,10,2025,1,42,5.0,700000.0,14026
8469577,1,2,1,10,2025,2,31,5.0,600000.0,57580
8452586,1,1,1,10,2025,2,35,3.0,1160000.0,39220
8445364,1,2,1,10,2025,2,26,5.0,400000.0,22086
8446225,1,4,1,10,2025,2,29,8.0,1500000.0,24089
8438715,1,1,1,10,2025,1,45,4.0,1423500.0,6650
8472984,1,1,1,10,2025,2,27,10.0,3800000.0,65019
8464346,1,2,1,10,2025,1,44,5.0,1200000.0,45230
8463469,1,1,1,10,2025,1,46,11.0,28000000.0,43370
8436458,1,2,1,10,2025,1,20,5.0,1500000.0,1197
8462561,1,1,1,10,2025,2,44,5.0,1150000.0,41289
8443961,1,1,1,10,2025,1,67,5.0,400000.0,18923
8451179,1,3,1,10,2025,1,18,4.0,600000.0,35579
8449811,1,1,1,10,2025,2,63,11.0,2800000.0,32162
8468204,1,1,1,10,2025,1,30,5.0,300000.0,54053
8449289,1,1,1,10,2025,1,54,3.0,700000.0,30837
8441907,1,1,1,10,2025,1,26,10.0,900000.0,13819
8467616,1,5,1,10,2025,1,49,5.0,880000.0,52648
8441591,1,3,1,10,2025,2,36,8.0,3000000.0,13102
8437514,1,4,1,10,2025,1,26,11.0,2500000.0,4035
8468375,1,1,1,10,2025,2,42,4.0,500000.0,54459
8473115,1,1,1,10,2025,1,40,12.0,3500000.0,65262
8473873,1,2,1,10,2025,1,33,8.0,2000000.0,66462
8461851,1,1,1,10,2025,1,50,4.0,2200000.0,39575
8450212,1,1,1,10,2025,2,54,3.0,600000.0,33185
8438878,1,3,1,10,2025,1,21,6.0,1423500.0,7014
8440149,1,2,1,10,2025,2,46,9.0,1423500.0,9885
8467794,1,3,1,10,2025,1,24,5.0,1423500.0,53057
8446416,1,1,1,10,2025,2,30,8.0,2400000.0,24647
8447767,1,2,1,10,2025,1,68,3.0,1000000.0,27650
8451860,1,3,1,10,2025,2,42,10.0,3000000.0,37332
8448065,1,1,1,10,2025,1,70,3.0,800000.0,28416
8468532,1,3,1,10,2025,1,26,10.0,1400000.0,54875
8468856,1,3,1,10,2025,1,24,10.0,1460000.0,55691
8462450,1,1,1,10,2025,2,45,5.0,400000.0,41006
8449010,1,1,1,10,2025,1,61,4.0,60000.0,30241
8465049,1,1,1,10,2025,2,33,5.0,1500000.0,46874
8467600,1,3,1,10,2025,1,37,5.0,1500000.0,52603
8465105,1,6,1,10,2025,1,44,3.0,1000000.0,47025
8446325,1,3,1,10,2025,1,26,5.0,1120000.0,24423
8469324,1,1,1,10,2025,1,50,13.0,5000000.0,56913
8445979,1,1,1,10,2025,2,52,4.0,1773500.0,23477
8472453,1,1,1,10,2025,2,42,8.0,1423500.0,64047
8441100,1,2,1,10,2025,2,35,10.0,2000000.0,12074
8463668,1,1,1,10,2025,2,49,11.0,15000000.0,43813
8464732,1,1,1,10,2025,2,30,11.0,2847000.0,46173
8437223,1,2,1,10,2025,1,43,5.0,1425000.0,3215
8469142,1,1,1,10,2025,1,35,5.0,1200000.0,56411
8443292,1,2,1,10,2025,1,19,4.0,400000.0,17196
8436404,1,3,1,10,2025,1,38,5.0,1600000.0,1080
8451340,1,2,1,10,2025,2,49,5.0,550000.0,36006
8447100,1,1,1,10,2025,2,45,3.0,1800000.0,26216
8436841,1,5,1,10,2025,2,46,5.0,2423500.0,2181
8469207,1,1,1,10,2025,2,20,5.0,1423500.0,56582
8451598,1,2,1,10,2025,1,50,5.0,2000000.0,36619
8436687,1,1,1,10,2025,1,33,4.0,2250000.0,1805
