directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8465333,1,2,1,10,2025,1,46,3.0,800000.0,47426
8443467,1,1,1,10,2025,1,44,3.0,800000.0,17655
8473813,1,1,1,10,2025,2,55,8.0,1423500.0,66302
8468731,1,2,1,10,2025,2,45,10.0,4200000.0,55349
8469027,1,2,1,10,2025,1,34,3.0,1500000.0,56086
8437018,1,1,1,10,2025,1,47,11.0,7000000.0,2753
8450545,1,1,1,10,2025,2,50,3.0,320000.0,33996
8437347,1,2,1,10,2025,1,29,5.0,2390000.0,3598
8449891,1,1,1,10,2025,1,56,9.0,4000000.0,32363
8436244,1,2,1,10,2025,2,55,3.0,700000.0,722
8451763,1,1,1,10,2025,2,45,5.0,1000000.0,37081
8468878,1,2,1,10,2025,2,42,5.0,1423500.0,55743
8439617,1,3,1,10,2025,1,27,10.0,1500000.0,8713
8472198,1,2,1,10,2025,2,37,10.0,1423500.0,63528
8469571,1,5,1,10,2025,1,19,5.0,600000.0,57557
8438863,1,2,1,10,2025,1,39,4.0,600000.0,6980
8443847,1,1,1,10,2025,2,29,10.0,1423500.0,18665
8472762,1,1,1,10,2025,1,44,3.0,1300000.0,64674
8444013,1,2,1,10,2025,2,44,8.0,1200000.0,19073
8437695,1,2,1,10,2025,1,61,4.0,2400000.0,4388
8452338,1,6,1,10,2025,2,23,5.0,1423500.0,38543
8466981,1,1,1,10,2025,1,55,3.0,90000.0,51029
8468699,1,2,1,10,2025,1,45,10.0,4000000.0,55269
8441468,1,1,1,10,2025,1,76,5.0,2000000.0,12819
8450819,1,1,1,10,2025,2,33,10.0,3800000.0,34665
8436057,1,1,1,10,2025,1,59,4.0,1000000.0,291
8468871,1,2,1,10,2025,2,32,9.0,1423500.0,55727
8439925,1,1,1,10,2025,1,67,11.0,4000000.0,9478
8451780,1,2,1,10,2025,1,33,5.0,1500000.0,37133
8436376,1,1,1,10,2025,1,53,1.0,1400000.0,1025
8470793,1,1,1,10,2025,1,34,4.0,1712000.0,60652
8471228,1,1,1,10,2025,2,59,3.0,300000.0,61578
8437414,1,1,1,10,2025,1,55,12.0,2500000.0,3758
8444695,1,1,1,10,2025,2,46,10.0,4000000.0,20814
8469086,1,1,1,10,2025,1,64,4.0,800000.0,56249
8464915,1,2,1,10,2025,1,29,4.0,1300000.0,46544
8461904,1,1,1,10,2025,1,31,8.0,2500000.0,39708
8462173,1,2,1,10,2025,2,63,10.0,300000.0,40415
8465847,1,1,1,10,2025,1,61,8.0,1000000.0,48454
8437270,1,1,1,10,2025,2,52,8.0,1420000.0,3374
8465717,1,6,1,10,2025,1,26,4.0,710000.0,48148
8441426,1,1,1,10,2025,1,56,3.0,800000.0,12720
8450144,1,1,1,10,2025,1,59,5.0,2900000.0,33003
8436541,1,1,1,10,2025,2,65,9.0,3500000.0,1428
8463633,1,1,1,10,2025,1,30,5.0,3900000.0,43732
8471832,1,1,1,10,2025,2,61,3.0,1300000.0,62754
8451750,1,1,1,10,2025,1,41,9.0,1423500.0,37049
8445619,1,1,1,10,2025,1,64,4.0,0.0,22690
8468814,1,1,1,10,2025,1,40,10.0,3900000.0,55567
8472223,1,1,1,10,2025,1,30,5.0,1423500.0,63566
8443729,1,2,1,10,2025,2,56,5.0,1000000.0,18345
8464363,1,2,1,10,2025,2,20,6.0,800000.0,45276
8462321,1,1,1,10,2025,1,28,9.0,1900000.0,40728
8439075,1,1,1,10,2025,2,36,5.0,180000.0,7439
8440447,1,2,1,10,2025,1,22,10.0,1423500.0,10545
8465721,1,1,1,10,2025,1,38,5.0,750000.0,48154
8467617,1,2,1,10,2025,1,24,10.0,700000.0,52651
8437716,1,1,1,10,2025,2,51,8.0,1423500.0,4430
8448455,1,2,1,10,2025,2,56,5.0,2000000.0,29182
8436287,1,1,1,10,2025,1,37,4.0,1000000.0,821
8467270,1,1,1,10,2025,2,54,3.0,160000.0,51782
8442061,1,3,1,10,2025,1,45,3.0,480000.0,14184
8462773,1,1,1,10,2025,2,51,4.0,1600000.0,41730
8438099,1,2,1,10,2025,2,45,5.0,1200000.0,5202
8444836,1,1,1,10,2025,2,35,11.0,3500000.0,21212
8471302,1,1,1,10,2025,2,27,10.0,2200000.0,61721
8452115,1,1,1,10,2025,2,38,10.0,2100000.0,37992
8451677,1,1,1,10,2025,1,64,4.0,1423000.0,36844
8471382,1,1,1,10,2025,2,57,3.0,370000.0,61869
8436655,1,1,1,10,2025,1,43,3.0,1623500.0,1722
8445304,1,2,1,10,2025,1,53,3.0,700000.0,21935
8452169,1,4,1,10,2025,1,23,5.0,600000.0,38124
8463427,1,1,1,10,2025,2,32,4.0,800000.0,43265
8470547,1,1,1,10,2025,1,61,3.0,1500000.0,59980
8438313,1,2,1,10,2025,1,54,3.0,3000000.0,5685
8463256,1,4,1,10,2025,1,38,5.0,600000.0,42761
8444275,1,3,1,10,2025,2,22,5.0,650000.0,19706
8447380,1,2,1,10,2025,2,43,5.0,1600000.0,26840
8470990,1,3,1,10,2025,1,24,10.0,1900000.0,61105
8468358,1,2,1,10,2025,2,32,8.0,1450000.0,54402
8450414,1,1,1,10,2025,1,36,9.0,1423000.0,33695
8465983,1,1,1,10,2025,1,44,5.0,700000.0,48755
8437508,1,2,1,10,2025,2,48,11.0,7000000.0,4020
8451723,1,1,1,10,2025,1,38,11.0,3000000.0,36970
8442734,1,1,1,10,2025,1,41,10.0,1800000.0,15802
8463801,1,1,1,10,2025,1,30,8.0,2500000.0,44139
8445344,1,1,1,10,2025,1,59,3.0,600000.0,22031
8437864,1,1,1,10,2025,2,28,8.0,1623500.0,4738
8468794,1,1,1,10,2025,1,32,1.0,750000.0,55508
8436586,1,2,1,10,2025,2,25,8.0,1780000.0,1536
8445624,1,1,1,10,2025,1,46,3.0,1100000.0,22698
8445612,1,2,1,10,2025,1,53,4.0,640000.0,22673
8463403,1,3,1,10,2025,2,33,10.0,3000000.0,43190
8439979,1,1,1,10,2025,1,40,5.0,2000000.0,9519
8470533,1,2,1,10,2025,1,53,9.0,2900000.0,59948
8464019,1,3,1,10,2025,1,32,8.0,850000.0,44597
8449237,1,1,1,10,2025,1,48,10.0,1423500.0,30688
8443962,1,6,1,10,2025,1,31,5.0,1000000.0,18931
8472127,2,1,2,10,2025,1,30,9.0,1000000.0,63352
8437693,1,1,1,10,2025,2,54,10.0,3900000.0,4382
8443977,1,1,1,10,2025,1,33,5.0,1800000.0,18972
8442070,1,1,1,10,2025,2,26,5.0,560000.0,14197
8469327,3,1,3,10,2025,1,40,1.0,900000.0,56932
8452601,1,2,1,10,2025,2,30,5.0,1400000.0,39249
8441908,1,1,1,10,2025,2,46,3.0,400000.0,13822
8464114,1,1,1,10,2025,2,29,10.0,850000.0,44771
8441758,1,1,1,10,2025,1,30,10.0,9000000.0,13436
8469893,1,2,1,10,2025,1,29,5.0,3000000.0,58391
8440303,1,3,1,10,2025,2,38,5.0,1450000.0,10247
8440361,1,2,1,10,2025,2,19,5.0,1500000.0,10373
8465787,1,1,1,10,2025,1,30,9.0,2500000.0,48313
8463105,1,1,1,10,2025,1,32,4.0,1550000.0,42431
8463476,1,4,1,10,2025,1,17,4.0,500000.0,43393
8442637,1,1,1,10,2025,1,33,5.0,1600000.0,15554
8466462,1,2,1,10,2025,1,20,6.0,1500000.0,49804
8464890,1,1,1,10,2025,1,48,11.0,30000000.0,46480
8451329,1,1,1,10,2025,1,65,3.0,900000.0,35981
8466099,1,2,1,10,2025,2,51,8.0,1200000.0,48957
8466323,1,3,1,10,2025,2,20,5.0,800000.0,49375
8441511,1,1,1,10,2025,1,60,5.0,1800000.0,12906
8472520,1,2,1,10,2025,1,44,5.0,4400000.0,64178
8463644,1,2,1,10,2025,1,58,3.0,150000.0,43765
8444051,1,4,1,10,2025,2,45,10.0,2000000.0,19196
8443793,1,3,1,10,2025,1,26,9.0,1425000.0,18504
8448651,1,3,1,10,2025,1,36,4.0,850000.0,29546
8471527,1,1,1,10,2025,2,45,5.0,1300000.0,62115
8437813,1,4,1,10,2025,2,22,5.0,1800000.0,4608
8471270,1,1,1,10,2025,1,47,5.0,1500000.0,61666
8446086,1,3,1,10,2025,1,21,4.0,2700000.0,23737
8441857,1,2,1,10,2025,1,27,3.0,500000.0,13634
8449061,1,2,1,10,2025,2,21,8.0,1800000.0,30345
8464347,1,2,1,10,2025,1,36,5.0,1200000.0,45235
8465669,1,1,1,10,2025,1,52,5.0,1800000.0,48082
8439058,1,1,1,10,2025,1,35,10.0,3000000.0,7406
8439739,1,5,1,10,2025,1,35,3.0,700000.0,9038
8461848,1,1,1,10,2025,2,42,5.0,1700000.0,39565
8469733,1,1,1,10,2025,1,49,3.0,900000.0,58003
8472683,1,1,1,10,2025,2,53,5.0,1500000.0,64494
8445742,1,2,1,10,2025,2,72,3.0,150000.0,22952
8451725,1,1,1,10,2025,1,50,3.0,2000000.0,36974
8461765,1,3,1,10,2025,2,19,10.0,0.0,39325
8462947,1,1,1,10,2025,1,65,1.0,950000.0,42076
8465626,1,1,1,10,2025,2,53,10.0,1423500.0,47973
8441691,1,1,1,10,2025,1,46,10.0,320000.0,13303
8450170,1,1,1,10,2025,2,50,5.0,1200000.0,33082
8446340,1,2,1,10,2025,1,44,10.0,2500000.0,24474
8472875,1,1,1,10,2025,1,62,10.0,21000000.0,64890
8467971,1,2,1,10,2025,2,26,5.0,1000000.0,53542
8447541,1,1,1,10,2025,1,41,5.0,1600000.0,27198
8466550,1,2,1,10,2025,2,40,10.0,6500000.0,50028
8471802,1,1,1,10,2025,2,34,9.0,1423500.0,62697
8437009,1,2,1,10,2025,1,51,3.0,1423500.0,2728
8466187,1,1,1,10,2025,1,35,6.0,1423500.0,49163
8464491,1,2,1,10,2025,2,27,5.0,800000.0,45590
8464647,1,2,1,10,2025,1,54,3.0,300000.0,45963
8469101,1,1,1,10,2025,1,50,13.0,8000000.0,56290
8452556,1,2,1,10,2025,2,42,10.0,5128272.0,39142
8439052,1,2,1,10,2025,1,15,4.0,280000.0,7385
8447898,1,1,1,10,2025,1,43,5.0,2200000.0,27978
8439279,1,3,1,10,2025,2,28,10.0,2000000.0,7901
8468970,1,2,1,10,2025,1,37,10.0,3000000.0,55934
8451077,1,1,1,10,2025,1,59,4.0,1000000.0,35316
8469363,1,2,1,10,2025,2,30,5.0,1423500.0,57024
8466744,1,2,1,10,2025,1,21,8.0,1650000.0,50481
8450416,1,1,1,10,2025,1,66,3.0,700000.0,33700
8463953,1,1,1,10,2025,1,54,10.0,4000000.0,44468
8437454,1,2,1,10,2025,2,36,5.0,1423500.0,3863
8448702,1,2,1,10,2025,1,56,5.0,1586000.0,29684
8440597,1,2,1,10,2025,1,23,8.0,1423500.0,10947
8437506,1,2,1,10,2025,1,40,9.0,1500000.0,4011
8466532,1,1,1,10,2025,2,40,5.0,550000.0,49997
8444717,1,2,1,10,2025,1,26,4.0,1920000.0,20878
8437589,1,1,1,10,2025,1,28,5.0,10000000.0,4147
8441127,1,1,1,10,2025,2,29,4.0,1200000.0,12137
8446509,1,1,1,10,2025,2,37,9.0,3500000.0,24861
8446648,1,2,1,10,2025,1,30,6.0,2500000.0,25245
8467314,1,1,1,10,2025,1,56,3.0,1550000.0,51885
8450470,1,2,1,10,2025,2,25,9.0,1600000.0,33811
8470730,1,3,1,10,2025,1,20,5.0,1500000.0,60423
8444958,1,1,1,10,2025,1,30,10.0,3000000.0,21486
8439389,1,4,1,10,2025,2,58,10.0,4200000.0,8182
8469344,1,3,1,10,2025,2,46,5.0,1000000.0,56988
8450558,1,1,1,10,2025,1,33,10.0,4000000.0,34034
8439622,1,2,1,10,2025,1,33,12.0,4500000.0,8728
8441911,1,1,1,10,2025,1,39,3.0,700000.0,13832
8449686,1,1,1,10,2025,1,48,1.0,900000.0,31856
8471600,1,1,1,10,2025,1,75,4.0,1500000.0,62334
8438239,1,2,1,10,2025,1,40,4.0,1000000.0,5480
8463607,1,1,1,10,2025,1,60,5.0,1000000.0,43675
8464000,1,1,1,10,2025,2,38,3.0,1680000.0,44566
8446279,1,1,1,10,2025,2,38,5.0,1423500.0,24288
8451077,1,3,1,10,2025,1,34,8.0,2400000.0,35318
8473854,1,1,1,10,2025,1,55,5.0,1400000.0,66413
8464138,1,1,1,10,2025,2,65,3.0,0.0,44827
8451240,1,1,1,10,2025,1,52,3.0,300000.0,35747
8444718,1,2,1,10,2025,1,27,6.0,2300000.0,20880
8446758,1,1,1,10,2025,2,32,3.0,300000.0,25429
8446662,1,2,1,10,2025,2,59,5.0,800000.0,25285
8467129,1,2,1,10,2025,2,34,8.0,1425000.0,51465
8437737,1,1,1,10,2025,2,30,12.0,5200000.0,4473
8452538,1,1,1,10,2025,1,47,8.0,1423500.0,39092
8449230,1,1,1,10,2025,1,51,3.0,1000000.0,30676
8440248,1,1,1,10,2025,2,56,5.0,1423500.0,10098
8464054,1,1,1,10,2025,1,47,5.0,1700000.0,44681
8470834,1,1,1,10,2025,2,34,5.0,1425000.0,60756
8462767,1,1,1,10,2025,1,77,3.0,1800000.0,41724
8467737,1,1,1,10,2025,1,44,5.0,2000000.0,52920
8443658,1,3,1,10,2025,1,37,5.0,1900000.0,18177
8436868,1,3,1,10,2025,2,39,10.0,1423000.0,2297
8438181,1,2,1,10,2025,2,34,8.0,3500000.0,5362
8445656,1,1,1,10,2025,1,64,8.0,1423500.0,22775
8446436,1,3,1,10,2025,2,25,5.0,900000.0,24679
8451948,1,5,1,10,2025,1,28,5.0,580000.0,37557
8471315,1,2,1,10,2025,1,35,1.0,1423500.0,61749
8452074,1,1,1,10,2025,2,35,8.0,1423500.0,37868
8446111,1,4,1,10,2025,1,23,10.0,2846000.0,23804
8461801,1,3,1,10,2025,1,29,5.0,520000.0,39434
8464581,1,3,1,10,2025,1,26,5.0,550000.0,45803
8472293,1,1,1,10,2025,2,28,10.0,1423500.0,63723
8445395,1,2,1,10,2025,2,35,10.0,2000000.0,22157
8462150,1,1,1,10,2025,2,48,4.0,200000.0,40385
8449413,1,1,1,10,2025,1,48,3.0,1200000.0,31175
8445250,1,2,1,10,2025,1,26,5.0,700000.0,21765
8473609,1,1,1,10,2025,1,39,5.0,900000.0,65946
8471374,1,1,1,10,2025,1,43,3.0,1000000.0,61853
8466012,1,3,1,10,2025,1,50,10.0,1000000.0,48823
8440704,1,2,1,10,2025,2,24,5.0,710000.0,11195
8448915,1,4,1,10,2025,1,31,5.0,1423500.0,30088
8451035,1,3,1,10,2025,1,59,3.0,600000.0,35219
8466039,1,3,1,10,2025,1,39,8.0,1550000.0,48863
8466034,1,2,1,10,2025,2,22,10.0,400000.0,48850
8440828,1,3,1,10,2025,1,33,5.0,1000000.0,11536
8472013,1,1,1,10,2025,1,51,13.0,5500000.0,63093
8450805,1,3,1,10,2025,2,19,5.0,1800000.0,34639
8471566,1,2,1,10,2025,1,47,9.0,1600000.0,62236
8468628,1,1,1,10,2025,1,44,5.0,2400000.0,55064
8436214,1,4,1,10,2025,1,35,5.0,1600000.0,654
8446001,1,1,1,10,2025,2,46,12.0,3500000.0,23539
8465570,1,1,1,10,2025,2,40,5.0,800000.0,47883
8464504,1,1,1,10,2025,2,44,5.0,300000.0,45625
8442780,1,2,1,10,2025,1,19,5.0,1423500.0,15917
8441333,1,2,1,10,2025,1,26,5.0,1200000.0,12540
8438194,1,3,1,10,2025,1,48,5.0,1423500.0,5388
8444482,1,2,1,10,2025,2,43,5.0,800000.0,20260
8472074,1,3,1,10,2025,2,36,12.0,5200000.0,63237
8450064,1,2,1,10,2025,2,41,8.0,1423000.0,32813
8447441,1,1,1,10,2025,2,42,5.0,1600000.0,26991
8463531,1,1,1,10,2025,1,59,3.0,1623500.0,43518
8450301,1,4,1,10,2025,1,20,5.0,1200000.0,33419
8441772,1,1,1,10,2025,1,37,10.0,3560000.0,13459
8468435,1,1,1,10,2025,1,23,6.0,1400000.0,54633
8467180,1,1,1,10,2025,1,32,10.0,6600000.0,51583
8468827,1,4,1,10,2025,1,25,5.0,1423500.0,55606
8440731,1,4,1,10,2025,2,24,10.0,200000.0,11276
8470499,1,2,1,10,2025,1,43,9.0,1500000.0,59879
8462864,1,1,1,10,2025,1,38,3.0,2000000.0,41910
8463313,1,1,1,10,2025,1,77,1.0,500000.0,42907
8466262,1,1,1,10,2025,1,38,5.0,1400000.0,49278
8444340,1,2,1,10,2025,2,39,9.0,1000000.0,19882
8449613,1,1,1,10,2025,2,55,5.0,1423000.0,31660
8464975,1,1,1,10,2025,1,36,8.0,1423500.0,46677
8438996,1,2,1,10,2025,2,49,3.0,1500000.0,7266
8467692,1,2,1,10,2025,2,37,8.0,2500000.0,52824
8443859,1,1,1,10,2025,2,73,3.0,500000.0,18691
8438503,1,1,1,10,2025,2,55,3.0,740000.0,6169
8467198,1,4,1,10,2025,1,64,3.0,1600000.0,51626
8443633,1,1,1,10,2025,2,35,10.0,2846000.0,18111
8462960,1,3,1,10,2025,1,22,5.0,1200000.0,42108
8449117,1,1,1,10,2025,2,46,8.0,2100000.0,30463
8469448,1,1,1,10,2025,1,36,5.0,1715000.0,57210
8450611,1,1,1,10,2025,2,49,10.0,4200000.0,34178
8438840,1,1,1,10,2025,2,56,3.0,900000.0,6929
8470552,1,3,1,10,2025,2,38,10.0,4300000.0,60000
8442215,1,1,1,10,2025,2,39,10.0,3000000.0,14578
8470480,1,1,1,10,2025,1,35,10.0,2100000.0,59842
8436515,1,1,1,10,2025,1,39,3.0,800000.0,1364
8448177,1,1,1,10,2025,1,52,6.0,1680000.0,28630
8465022,1,4,1,10,2025,2,23,5.0,1200000.0,46816
8447560,1,1,1,10,2025,2,46,10.0,5000000.0,27238
8464897,1,1,1,10,2025,2,30,4.0,1000000.0,46491
8473285,1,3,1,10,2025,2,21,6.0,1423500.0,65607
8469042,1,1,1,10,2025,1,78,1.0,300000.0,56128
8470169,1,1,1,10,2025,1,36,3.0,1000000.0,59097
8436347,1,1,1,10,2025,1,73,1.0,50000.0,964
8473096,1,3,1,10,2025,2,21,6.0,1625300.0,65235
8465796,1,1,1,10,2025,1,36,9.0,1800000.0,48330
8439643,1,1,1,10,2025,1,49,5.0,8000000.0,8772
8449687,1,1,1,10,2025,1,28,5.0,900000.0,31858
8469019,1,4,1,10,2025,2,24,5.0,1423500.0,56066
8468685,1,1,1,10,2025,2,56,3.0,250000.0,55225
8444156,1,6,1,10,2025,2,22,10.0,1423000.0,19443
8468376,1,3,1,10,2025,2,31,8.0,1423500.0,54468
8463783,1,1,1,10,2025,2,26,4.0,1300000.0,44086
8468939,1,1,1,10,2025,2,46,5.0,1500000.0,55871
8468949,1,2,1,10,2025,1,41,6.0,1000000.0,55891
8468348,1,1,1,10,2025,1,60,3.0,840000.0,54372
8450161,1,7,1,10,2025,2,49,10.0,3300000.0,33060
8469511,1,1,1,10,2025,2,55,3.0,600000.0,57383
8466256,1,1,1,10,2025,1,37,5.0,2000000.0,49274
8449968,1,2,1,10,2025,1,42,3.0,900000.0,32570
8447203,1,1,1,10,2025,2,60,3.0,800000.0,26341
8443880,1,1,1,10,2025,2,38,5.0,2000000.0,18736
8440203,1,3,1,10,2025,1,21,4.0,730000.0,9992
8466396,1,3,1,10,2025,2,28,9.0,450000.0,49596
8446209,1,4,1,10,2025,2,37,5.0,2100000.0,24059
8446447,1,3,1,10,2025,1,32,10.0,1900000.0,24714
8439073,1,4,1,10,2025,1,53,4.0,1000000.0,7436
8463222,1,1,1,10,2025,2,66,3.0,1600000.0,42681
8437463,1,1,1,10,2025,2,59,8.0,1423500.0,3881
8444554,1,1,1,10,2025,2,38,4.0,2000000.0,20455
8472844,1,1,1,10,2025,2,62,5.0,1400000.0,64812
8446143,1,1,1,10,2025,1,48,9.0,2000000.0,23885
8463486,1,3,1,10,2025,2,42,5.0,1700000.0,43425
8448597,1,5,1,10,2025,2,53,3.0,2400000.0,29492
8467020,1,1,1,10,2025,2,53,4.0,1423500.0,51138
8463930,1,3,1,10,2025,1,19,10.0,1100000.0,44408
8471117,1,2,1,10,2025,1,44,10.0,1423500.0,61415
8469967,1,1,1,10,2025,1,43,12.0,20000000.0,58590
8443453,1,1,1,10,2025,1,41,4.0,2000000.0,17609
8445289,1,1,1,10,2025,1,43,5.0,1423500.0,21887
8449667,1,1,1,10,2025,1,61,3.0,400000.0,31808
8472231,1,1,1,10,2025,2,34,5.0,1500000.0,63588
8439156,1,1,1,10,2025,1,45,5.0,1423500.0,7624
8472780,1,1,1,10,2025,2,47,5.0,1423500.0,64703
8446759,1,2,1,10,2025,2,55,10.0,2500000.0,25433
8473261,1,1,1,10,2025,2,50,11.0,5600000.0,65554
8464983,1,2,1,10,2025,1,45,5.0,1100000.0,46700
8441455,1,2,1,10,2025,2,30,10.0,2200000.0,12802
8473713,1,1,1,10,2025,1,40,9.0,1300000.0,66148
8451579,1,1,1,10,2025,1,44,9.0,1000000.0,36579
8469470,1,2,1,10,2025,1,28,10.0,2500000.0,57273
8440831,1,1,1,10,2025,1,59,4.0,1440000.0,11544
8442803,1,1,1,10,2025,2,48,3.0,560000.0,15964
8465436,1,1,1,10,2025,2,52,5.0,1200000.0,47616
8463246,1,2,1,10,2025,2,57,5.0,1823000.0,42732
8451312,1,8,1,10,2025,2,30,5.0,280000.0,35932
8451292,1,1,1,10,2025,2,47,10.0,2000000.0,35885
8465039,1,1,1,10,2025,1,73,4.0,1500000.0,46850
8449087,1,3,1,10,2025,1,33,5.0,1300000.0,30406
8462632,1,1,1,10,2025,1,60,5.0,1000000.0,41428
8467935,1,4,1,10,2025,2,34,4.0,270000.0,53447
8443861,1,1,1,10,2025,1,21,5.0,1423500.0,18696
8448844,1,1,1,10,2025,1,60,5.0,1000000.0,29958
8468939,1,2,1,10,2025,1,52,5.0,1300000.0,55872
8437537,1,1,1,10,2025,1,55,3.0,2000000.0,4075
8437343,1,2,1,10,2025,2,55,3.0,200000.0,3585
8449255,1,1,1,10,2025,2,21,5.0,240000.0,30730
8440835,1,1,1,10,2025,2,35,5.0,400000.0,11560
8463215,1,3,1,10,2025,2,30,8.0,1423500.0,42668
8441849,1,1,1,10,2025,1,46,3.0,350000.0,13604
8447785,1,1,1,10,2025,2,36,3.0,800000.0,27691
8442154,1,2,1,10,2025,1,43,10.0,4000000.0,14399
8436490,1,2,1,10,2025,2,25,8.0,1423000.0,1274
8442078,1,1,1,10,2025,2,56,4.0,400000.0,14222
8437818,1,1,1,10,2025,1,55,5.0,1423500.0,4621
8462830,1,1,1,10,2025,1,30,5.0,2200000.0,41857
8451600,1,1,1,10,2025,1,39,5.0,2000000.0,36626
8463092,1,1,1,10,2025,1,47,1.0,1773500.0,42401
8451411,1,6,1,10,2025,1,52,3.0,1423500.0,36196
8437580,1,2,1,10,2025,2,24,8.0,2500000.0,4125
8438847,1,1,1,10,2025,1,62,3.0,1000000.0,6947
8472279,1,4,1,10,2025,2,20,6.0,2300000.0,63698
8465598,1,7,1,10,2025,1,32,5.0,1000000.0,47938
8466016,1,1,1,10,2025,1,56,10.0,18500000.0,48831
8439442,1,5,1,10,2025,2,43,3.0,1000000.0,8281
8471976,1,1,1,10,2025,1,44,10.0,2800000.0,63018
8444113,1,2,1,10,2025,2,32,5.0,1423500.0,19354
8439300,1,2,1,10,2025,1,58,8.0,4500000.0,7961
8444872,1,1,1,10,2025,1,45,5.0,1423500.0,21282
8462533,1,2,1,10,2025,2,29,10.0,2103500.0,41219
8447793,1,2,1,10,2025,2,28,10.0,1700000.0,27706
8444773,1,1,1,10,2025,1,47,5.0,800000.0,21034
8438520,1,1,1,10,2025,1,36,10.0,2847000.0,6214
8446312,1,1,1,10,2025,1,47,10.0,3500000.0,24391
8448601,1,1,1,10,2025,2,33,5.0,1423500.0,29501
8463873,1,2,1,10,2025,2,17,5.0,660000.0,44282
8468979,1,2,1,10,2025,1,30,8.0,2000000.0,55961
8448288,1,1,1,10,2025,2,42,5.0,1050000.0,28841
8441880,1,1,1,10,2025,1,44,3.0,600000.0,13717
8443844,1,2,1,10,2025,2,64,5.0,500000.0,18659
8470570,1,3,1,10,2025,2,35,8.0,1800000.0,60047
8451641,1,3,1,10,2025,2,45,10.0,2500000.0,36740
8466199,1,2,1,10,2025,2,21,5.0,1623000.0,49193
8468560,1,1,1,10,2025,1,60,4.0,800000.0,54944
8448989,1,1,1,10,2025,1,54,9.0,1000000.0,30200
8451822,1,2,1,10,2025,2,53,10.0,2400000.0,37232
8471639,1,2,1,10,2025,1,56,10.0,2000000.0,62374
8462540,1,2,1,10,2025,2,36,5.0,300000.0,41232
8436738,1,3,1,10,2025,1,28,10.0,8000000.0,1940
8471179,1,2,1,10,2025,1,44,10.0,2800000.0,61470
8468275,1,5,1,10,2025,1,33,6.0,1900000.0,54211
8461802,1,1,1,10,2025,1,69,3.0,600000.0,39436
8439187,1,1,1,10,2025,1,29,5.0,1600000.0,7694
8449193,1,1,1,10,2025,1,38,9.0,2087000.0,30588
8448492,1,1,1,10,2025,2,47,10.0,2900000.0,29255
8462289,1,1,1,10,2025,1,50,3.0,1000000.0,40655
8466399,1,3,1,10,2025,1,18,1.0,1300000.0,49613
8464478,1,1,1,10,2025,1,42,5.0,1843500.0,45560
8440535,1,2,1,10,2025,2,19,5.0,1000000.0,10755
8449753,1,2,1,10,2025,1,23,5.0,1800000.0,32034
8447792,1,2,1,10,2025,2,32,10.0,4200000.0,27703
8473585,1,1,1,10,2025,2,22,10.0,1000000.0,65886
8440748,1,1,1,10,2025,1,47,3.0,2000000.0,11329
8452038,1,1,1,10,2025,2,42,8.0,1000000.0,37773
8467972,1,1,1,10,2025,2,57,3.0,800000.0,53543
8436922,1,3,1,10,2025,2,28,10.0,4000000.0,2500
8464505,1,1,1,10,2025,1,41,10.0,300000.0,45630
8442731,1,1,1,10,2025,2,45,4.0,1703500.0,15795
8471389,1,2,1,10,2025,1,25,5.0,2000000.0,61889
8466087,1,2,1,10,2025,1,39,5.0,3000000.0,48931
8468573,1,1,1,10,2025,1,38,10.0,6170000.0,54968
8440576,1,5,1,10,2025,2,20,6.0,1423000.0,10875
8437124,1,1,1,10,2025,2,58,3.0,800000.0,2994
8469680,1,1,1,10,2025,1,35,3.0,800000.0,57860
8450379,1,1,1,10,2025,1,34,10.0,1600000.0,33616
8439594,1,1,1,10,2025,2,47,5.0,1400000.0,8648
8446574,1,2,1,10,2025,1,35,8.0,1425000.0,25038
8445186,1,2,1,10,2025,2,68,3.0,300000.0,21577
8442869,1,1,1,10,2025,1,26,5.0,1200000.0,16127
8445641,1,1,1,10,2025,2,40,3.0,1000000.0,22736
8466132,1,1,1,10,2025,1,67,3.0,900000.0,49022
8436477,1,2,1,10,2025,2,36,5.0,1423500.0,1242
8463687,1,5,1,10,2025,1,21,9.0,2000000.0,43866
8470409,1,3,1,10,2025,1,44,10.0,4900000.0,59653
8447970,1,1,1,10,2025,2,52,5.0,1423500.0,28172
8463741,1,3,1,10,2025,1,29,10.0,2847000.0,43987
8464694,1,1,1,10,2025,2,59,8.0,2800000.0,46083
8469980,1,1,1,10,2025,1,28,5.0,1423000.0,58632
8436318,1,3,1,10,2025,2,47,3.0,0.0,903
8441017,1,2,1,10,2025,1,39,8.0,2900000.0,11910
8440140,1,1,1,10,2025,1,40,12.0,8500000.0,9860
8472680,1,1,1,10,2025,2,36,8.0,2000000.0,64488
8440022,1,1,1,10,2025,1,36,6.0,900000.0,9606
8467734,1,2,1,10,2025,1,28,10.0,2300000.0,52910
8446558,1,1,1,10,2025,1,32,5.0,1425000.0,24971
8468896,1,5,1,10,2025,1,34,5.0,2800000.0,55790
8437802,1,1,1,10,2025,1,55,8.0,2200000.0,4591
8447579,1,1,1,10,2025,2,50,3.0,400000.0,27274
8443353,1,1,1,10,2025,1,68,3.0,600000.0,17362
