per;mes;orden;hogar;p3271;p6040;p6050;p6083;p3042;inglabo;rama2d_r4
2025;12;1;1;2;79;1;3;3;;
2025;12;2;1;1;62;2;3;1;;
2025;12;1;1;1;43;1;2;4;270000;95
2025;12;2;1;2;37;2;2;3;480000;97
2025;12;3;1;1;17;3;1;5;;
2025;12;4;1;1;10;3;1;3;;
2025;12;5;1;1;8;3;1;3;;
2025;12;1;1;1;67;1;3;1;;
2025;12;2;1;2;60;2;3;1;40000;15
2025;12;3;1;1;30;3;1;10;300000;49
2025;12;4;1;1;25;3;1;5;400000;49
2025;12;5;1;2;20;3;1;10;;
2025;12;1;1;2;30;1;1;5;;56
2025;12;2;1;1;35;2;2;5;500000;1
2025;12;3;1;1;2;3;1;;;
2025;12;4;1;2;57;4;2;3;180000;56
2025;12;5;1;1;6;9;2;3;;
2025;12;1;1;2;47;1;2;7;;
2025;12;2;1;1;60;2;3;10;6750000;85
2025;12;3;1;1;24;3;1;5;;
2025;12;4;1;2;22;3;1;10;;
2025;12;1;1;1;50;1;2;5;800000;49
2025;12;2;1;2;40;2;2;5;;
2025;12;3;1;1;20;3;1;10;;
2025;12;4;1;2;15;3;1;4;;
2025;12;1;1;1;54;1;2;10;2800000;85
2025;12;2;1;2;55;2;2;5;600000;47
2025;12;3;1;2;29;3;1;11;;14
2025;12;4;1;2;20;3;1;10;;14
2025;12;5;1;1;32;3;1;5;600000;49
2025;12;6;1;2;25;7;2;5;;
2025;12;7;1;2;8;8;1;3;;
2025;12;8;1;2;1;8;1;;;
2025;12;9;1;1;0;8;1;;;
2025;12;1;1;1;69;1;3;3;300000;1
2025;12;2;1;2;67;2;3;1;150000;16
2025;12;3;1;2;44;3;1;1;200000;16
2025;12;4;1;1;50;7;2;1;720000;49
2025;12;5;1;1;18;8;1;5;120000;81
2025;12;6;1;2;13;8;1;4;;
2025;12;7;1;2;11;8;1;3;;
2025;12;8;1;2;10;8;1;3;;
2025;12;9;1;1;24;8;1;5;650000;81
2025;12;10;1;2;21;9;2;5;;
2025;12;11;1;1;0;9;1;;;
2025;12;1;1;1;55;1;2;1;500000;1
2025;12;2;1;2;38;2;3;5;1423500;86
2025;12;3;1;1;20;3;1;5;1200000;56
2025;12;4;1;2;18;3;1;10;;
2025;12;5;1;2;14;3;1;4;;
2025;12;6;1;1;22;3;2;3;;
2025;12;7;1;2;21;7;2;10;;
2025;12;8;1;1;2;8;2;;;
2025;12;1;1;1;55;1;3;5;1400000;47
2025;12;2;1;2;52;2;2;1;80000;15
2025;12;3;1;1;32;3;1;5;1000000;49
2025;12;4;1;1;26;3;1;5;;47
2025;12;1;1;1;63;1;3;1;1400000;10
2025;12;2;1;2;66;2;3;3;;10
2025;12;3;1;2;26;3;1;10;2770000;86
2025;12;1;1;1;83;1;3;1;;
2025;12;2;1;1;56;3;3;3;;
2025;12;1;1;1;58;1;3;1;;
2025;12;2;1;2;57;2;3;1;30000;13
2025;12;3;1;1;31;3;1;5;400000;1
2025;12;1;1;1;50;1;2;3;400000;1
2025;12;2;1;2;46;2;2;5;1423500;88
2025;12;3;1;1;30;3;1;5;1423500;23
2025;12;4;1;2;12;3;1;4;;
2025;12;1;1;2;52;1;2;3;150000;16
2025;12;2;1;1;45;2;3;1;800000;47
2025;12;3;1;2;29;3;1;3;750000;97
2025;12;4;1;1;23;3;1;5;900000;47
2025;12;1;1;2;35;1;2;5;50000;13
2025;12;2;1;1;34;2;2;5;200000;25
2025;12;3;1;2;13;3;1;4;;
2025;12;4;1;1;9;3;1;3;;
2025;12;5;1;1;7;3;1;3;;
2025;12;1;1;1;50;1;2;1;800000;1
2025;12;2;1;2;49;2;2;3;200000;32
2025;12;3;1;2;11;3;1;3;;
2025;12;1;1;1;60;1;3;3;;14
2025;12;2;1;2;56;2;2;1;300000;14
2025;12;3;1;2;37;3;1;5;;14
2025;12;4;1;2;27;3;1;10;;14
2025;12;5;1;1;23;3;1;9;;14
2025;12;1;1;2;47;1;2;1;;
2025;12;2;1;1;41;2;2;3;220000;1
2025;12;3;1;2;26;3;1;5;560000;15
2025;12;4;1;2;8;8;1;3;;
2025;12;1;1;2;60;1;2;5;;
2025;12;2;1;1;47;2;3;1;700000;41
2025;12;1;1;1;72;1;3;10;;
2025;12;2;1;2;60;2;2;3;;
2025;12;3;1;1;38;3;1;1;400000;49
2025;12;4;1;1;36;3;1;10;1000000;49
2025;12;1;1;2;73;1;3;5;;
2025;12;2;1;1;43;2;2;3;450000;3
2025;12;1;1;1;71;1;3;1;500000;3
2025;12;2;1;2;43;3;3;4;300000;92
2025;12;3;1;1;14;8;1;4;;
2025;12;1;1;1;62;1;2;3;500000;56
2025;12;2;1;2;62;2;1;5;;56
2025;12;3;1;2;81;5;3;1;;
2025;12;1;1;1;53;1;2;5;900000;49
2025;12;2;1;2;54;2;3;3;;
2025;12;1;1;2;34;1;2;5;400000;56
2025;12;2;1;1;12;3;1;4;;
2025;12;1;1;2;70;1;3;3;;
2025;12;2;1;1;27;8;2;5;650000;49
2025;12;3;1;2;23;9;2;5;120000;47
2025;12;4;1;1;6;9;1;2;;
2025;12;1;1;1;75;1;3;1;400000;2
2025;12;2;1;2;67;2;2;1;;
2025;12;3;1;1;45;3;1;3;;
2025;12;4;1;1;47;3;1;1;500000;8
2025;12;1;1;2;39;1;2;4;300000;56
2025;12;2;1;1;41;2;2;3;320000;56
2025;12;3;1;1;20;3;1;5;;
2025;12;4;1;1;8;8;2;3;;
2025;12;5;1;2;29;6;2;4;;
2025;12;6;1;2;14;9;1;4;;
2025;12;7;1;1;10;9;1;4;;
2025;12;1;1;1;39;1;2;4;950000;95
2025;12;2;1;2;32;2;2;7;;
2025;12;3;1;1;20;3;2;5;;
2025;12;4;1;1;15;3;2;4;;
2025;12;5;1;1;7;3;1;3;;
2025;12;1;1;2;49;1;3;4;;
2025;12;2;1;1;41;2;2;10;350000;96
2025;12;3;1;1;10;3;1;3;;
2025;12;4;1;2;22;3;1;5;;
2025;12;5;1;1;31;7;2;5;350000;56
2025;12;6;1;1;2;8;1;;;
2025;12;1;1;2;61;1;2;3;1180000;47
2025;12;2;1;1;43;3;1;3;500000;31
2025;12;3;1;2;15;7;2;3;;
2025;12;1;1;1;69;1;3;4;500000;1
2025;12;2;1;2;75;2;1;3;;
2025;12;3;1;2;89;5;3;1;;
2025;12;1;1;1;53;1;2;4;450000;41
2025;12;2;1;2;50;2;2;1;;
2025;12;1;1;1;31;1;2;10;3500000;85
2025;12;2;1;2;27;2;2;5;;
2025;12;3;1;1;7;3;1;3;;
2025;12;4;1;1;5;3;1;2;;
2025;12;1;1;2;67;1;3;3;550000;97
2025;12;1;1;1;41;1;2;4;280000;46
2025;12;1;1;2;61;1;3;3;120000;92
2025;12;1;1;2;63;1;3;8;;
2025;12;1;1;2;76;1;3;5;;
2025;12;1;1;2;56;1;3;8;2500000;60
2025;12;1;1;1;46;1;2;10;3500000;25
2025;12;2;1;2;45;2;2;12;3500000;65
2025;12;3;1;1;17;3;1;10;;
2025;12;4;1;1;12;3;1;4;;
2025;12;1;1;1;29;1;2;10;6260000;11
2025;12;1;1;2;24;1;2;5;1000000;46
2025;12;2;1;1;48;2;2;5;2500000;46
2025;12;1;1;2;76;1;3;10;;
2025;12;1;1;1;53;1;3;11;1423500;94
2025;12;1;1;1;46;1;2;8;2500000;45
2025;12;2;1;2;38;2;2;5;1200000;47
2025;12;3;1;2;16;3;1;5;;
2025;12;1;1;1;56;1;3;5;1423500;49
2025;12;2;1;2;49;2;3;3;1300000;97
2025;12;3;1;1;24;3;1;5;800000;53
2025;12;4;1;2;22;3;1;6;;
2025;12;1;1;1;68;1;3;11;;
2025;12;1;1;2;72;1;3;3;;
2025;12;1;1;2;73;1;3;1;;
2025;12;1;1;1;65;1;3;3;1423500;97
2025;12;2;1;2;69;2;3;3;;
2025;12;1;1;2;23;1;2;5;550000;47
2025;12;2;1;2;23;2;2;5;;
2025;12;1;1;2;23;1;2;4;1200000;47
2025;12;2;1;1;26;2;2;5;200000;47
2025;12;3;1;2;6;3;1;3;;
2025;12;4;1;1;1;3;1;;;
2025;12;1;1;1;40;1;2;5;2200000;86
2025;12;2;1;2;44;2;2;3;1423500;10
2025;12;3;1;2;27;3;1;5;1423500;47
2025;12;4;1;2;25;3;1;8;1423500;20
2025;12;5;1;1;16;3;1;5;;
2025;12;1;1;1;83;1;3;3;500000;93
2025;12;1;1;1;26;1;2;5;1423500;80
2025;12;2;1;2;32;2;2;5;300000;97
2025;12;3;1;2;10;3;1;3;;
2025;12;1;1;2;70;1;3;3;;
2025;12;2;1;1;76;2;3;1;75000;1
2025;12;1;1;1;44;1;2;3;1423500;23
2025;12;2;1;2;36;2;2;5;;
2025;12;3;1;2;13;3;1;4;;
2025;12;4;1;1;9;3;1;3;;
2025;12;1;1;1;59;1;3;4;1000000;49
2025;12;2;1;2;42;2;2;3;1423500;10
2025;12;3;1;2;24;3;1;10;650000;86
2025;12;1;1;1;22;1;2;8;1423500;47
2025;12;2;1;2;27;2;2;5;1200000;56
2025;12;1;1;1;56;1;3;3;1650000;47
2025;12;1;1;2;67;1;2;8;;
2025;12;2;1;2;39;3;1;11;7000000;84
2025;12;1;1;1;29;1;2;12;13000000;62
2025;12;1;1;1;72;1;3;10;;
2025;12;2;1;2;69;2;3;10;;
2025;12;1;1;2;33;1;2;5;400000;56
2025;12;2;1;2;8;3;1;3;;
2025;12;1;1;2;95;1;3;3;;
2025;12;2;1;2;74;3;1;8;;
2025;12;3;1;1;72;3;1;4;;
2025;12;4;1;2;69;3;1;4;;
2025;12;5;1;1;47;8;1;10;;
2025;12;1;1;1;68;1;3;5;220000;47
2025;12;1;1;1;67;1;3;3;;
2025;12;1;1;1;50;1;3;3;800000;47
2025;12;2;1;2;47;2;2;3;;
2025;12;3;1;1;12;3;1;4;;
2025;12;1;1;2;67;1;3;3;;
2025;12;2;1;1;67;2;3;3;;
2025;12;3;1;1;37;3;1;3;;
2025;12;4;1;1;33;3;1;3;;
2025;12;5;1;2;27;3;1;5;;
2025;12;6;1;1;7;8;1;3;;
2025;12;1;1;1;40;1;2;3;1400000;1
2025;12;2;1;2;39;2;3;3;1423500;86
2025;12;3;1;1;11;3;1;4;;
2025;12;4;1;1;77;5;3;3;;
2025;12;1;1;1;77;1;2;3;;
2025;12;2;1;2;71;2;3;3;;
2025;12;3;1;1;25;8;2;5;;
2025;12;1;1;2;73;1;3;3;;
2025;12;2;1;2;26;3;1;8;1423500;46
2025;12;3;1;1;19;8;2;8;800000;49
2025;12;1;1;1;65;1;3;5;;
2025;12;2;1;2;66;2;2;5;;
2025;12;1;1;1;71;1;3;3;;
2025;12;1;1;2;43;1;2;4;797000;84
2025;12;2;1;1;17;3;1;6;;
2025;12;3;1;1;8;3;1;3;;
2025;12;1;1;2;72;1;3;4;;
2025;12;1;1;1;74;1;3;5;;
2025;12;2;1;2;74;2;3;5;;
2025;12;1;1;2;61;1;3;10;1423500;84
2025;12;2;1;2;56;6;3;12;6000000;85
2025;12;1;1;2;33;1;2;5;;
2025;12;2;1;2;14;3;1;4;;
2025;12;3;1;1;7;3;1;3;;
2025;12;1;1;2;52;1;2;5;;
2025;12;2;1;1;13;3;1;4;;
2025;12;1;1;1;32;1;2;5;1500000;49
2025;12;2;1;2;38;2;2;5;;
2025;12;3;1;2;22;6;3;5;1423500;56
2025;12;1;1;2;54;1;3;3;2000000;47
2025;12;1;1;2;25;1;2;10;;
2025;12;1;1;2;56;1;1;9;1423500;47
2025;12;2;1;1;32;3;1;9;1500000;47
2025;12;3;1;2;88;4;3;3;;
2025;12;1;1;1;85;1;3;3;;
2025;12;2;1;2;82;2;3;3;;
2025;12;1;1;1;72;1;3;3;;
2025;12;2;1;2;63;2;3;1;;
2025;12;1;1;2;67;1;3;3;;
2025;12;2;1;1;82;9;3;3;;
2025;12;1;1;1;36;1;2;5;1600000;5
2025;12;2;1;2;31;2;2;5;;
2025;12;3;1;2;8;3;1;3;;
2025;12;1;1;2;26;1;2;10;;
2025;12;1;1;1;66;1;3;3;;
2025;12;2;1;2;44;2;3;3;;
2025;12;3;1;1;15;3;1;4;;
2025;12;4;1;1;11;3;1;3;;
2025;12;1;1;1;45;1;2;4;700000;1
2025;12;2;1;2;50;2;3;3;800000;1
2025;12;3;1;2;10;8;3;4;;
2025;12;1;1;2;23;1;2;11;1423500;86
2025;12;1;1;1;39;1;2;5;2000000;14
2025;12;2;1;2;25;2;2;10;350000;1
2025;12;3;1;1;4;3;1;2;;
2025;12;1;1;2;27;1;2;3;;
2025;12;2;1;2;11;3;1;3;;
2025;12;3;1;2;9;3;1;3;;
2025;12;1;1;1;62;1;3;3;;
2025;12;2;1;2;64;2;3;3;;
2025;12;1;1;1;56;1;2;3;1500000;5
2025;12;2;1;2;52;2;2;3;;
2025;12;1;1;1;45;1;2;3;1423500;49
2025;12;2;1;2;49;2;2;3;;
2025;12;3;1;1;24;3;1;5;2500000;49
2025;12;4;1;1;19;3;1;5;;
2025;12;1;1;1;54;1;2;3;500000;43
2025;12;2;1;2;55;2;3;4;;
2025;12;3;1;1;24;3;1;5;700000;8
2025;12;1;1;1;40;1;3;5;1430000;5
2025;12;2;1;2;42;2;2;5;;
2025;12;3;1;2;14;3;1;4;;
2025;12;4;1;1;10;3;1;4;;
2025;12;1;1;1;29;1;3;5;1423500;5
2025;12;2;1;2;18;2;2;5;;
2025;12;1;1;1;45;1;3;3;1500000;1
2025;12;2;1;2;40;2;2;3;950000;1
2025;12;3;1;1;19;3;1;5;1000000;1
2025;12;4;1;1;18;3;1;5;1200000;1
2025;12;1;1;2;55;1;2;3;700000;1
2025;12;2;1;1;17;3;1;5;;
2025;12;3;1;1;14;8;2;4;;
2025;12;1;1;1;68;1;3;1;800000;1
2025;12;1;1;2;50;1;3;3;;
2025;12;2;1;1;28;3;1;5;700000;1
2025;12;3;1;1;17;3;1;5;;
2025;12;1;1;2;41;1;2;3;600000;1
2025;12;2;1;2;14;3;1;4;;
2025;12;1;1;2;80;1;3;1;;
2025;12;2;1;2;50;3;1;1;;
2025;12;1;1;2;76;1;3;3;;
2025;12;1;1;1;54;1;3;3;1600000;5
2025;12;2;1;2;62;2;2;3;;
2025;12;1;1;1;53;1;2;3;500000;1
2025;12;2;1;2;50;2;3;3;;1
2025;12;1;1;1;74;1;3;3;;
2025;12;2;1;2;62;2;3;3;;
2025;12;1;1;1;65;1;3;3;1000000;1
2025;12;1;1;1;56;1;3;3;600000;1
2025;12;2;1;2;57;2;2;3;;
2025;12;3;1;1;22;3;1;10;;
2025;12;1;1;1;55;1;3;3;1800000;1
2025;12;2;1;2;52;2;2;3;364000;1
2025;12;3;1;1;28;3;1;5;1423500;5
2025;12;1;1;1;78;1;3;3;;
2025;12;1;1;2;56;1;3;3;;
2025;12;2;1;2;54;6;3;3;;
2025;12;1;1;2;46;1;3;3;600000;1
2025;12;2;1;1;15;3;1;5;;
2025;12;1;1;1;60;1;3;3;480000;1
2025;12;2;1;2;58;2;3;3;;
2025;12;1;1;1;46;1;2;3;950000;1
2025;12;2;1;2;44;2;2;3;;
2025;12;3;1;2;21;3;1;9;;
2025;12;4;1;1;19;3;1;5;;
2025;12;5;1;2;10;3;1;3;;
2025;12;1;1;1;41;1;2;3;1000000;1
2025;12;2;1;2;37;2;3;3;;
2025;12;3;1;2;17;3;1;5;;
2025;12;4;1;2;13;3;1;4;;
2025;12;5;1;1;3;3;1;1;;
2025;12;1;1;1;37;1;3;3;700000;1
2025;12;2;1;2;29;2;2;5;;1
2025;12;3;1;1;11;3;1;3;;
2025;12;4;1;2;3;3;1;1;;
2025;12;1;1;2;83;1;3;1;;
2025;12;1;1;1;40;1;2;5;1300000;1
2025;12;2;1;2;36;2;2;3;;
2025;12;3;1;2;16;3;1;5;;
2025;12;4;1;2;5;3;1;1;;
2025;12;1;1;2;52;1;3;3;200000;47
2025;12;2;1;1;52;2;2;3;;
2025;12;1;1;2;52;1;3;3;600000;1
2025;12;2;1;2;26;3;1;5;;
2025;12;3;1;1;15;3;1;5;;
2025;12;1;1;1;40;1;3;4;1200000;1
2025;12;1;1;2;36;1;2;4;150000;1
2025;12;2;1;1;17;3;1;4;;
2025;12;3;1;2;1;3;1;;;
2025;12;1;1;2;63;1;3;3;;
2025;12;1;1;1;46;1;2;3;530000;1
2025;12;2;1;2;35;2;2;3;;
2025;12;3;1;2;17;3;1;5;;
2025;12;4;1;2;14;3;1;4;;
2025;12;1;1;2;61;1;3;1;;
2025;12;2;1;1;66;2;3;3;2100000;1
2025;12;3;1;1;24;3;1;10;;
2025;12;1;1;1;72;1;3;1;;
2025;12;2;1;2;61;2;3;3;;
2025;12;3;1;1;23;3;1;4;;
2025;12;1;1;2;77;1;3;3;;
2025;12;1;1;2;61;1;3;3;990000;1
2025;12;1;1;1;34;1;2;3;1200000;1
2025;12;2;1;2;33;2;2;5;;
2025;12;3;1;1;12;3;1;4;;
2025;12;4;1;2;8;3;1;3;;
2025;12;5;1;1;0;3;1;;;
2025;12;1;1;1;46;1;3;3;2000000;5
2025;12;2;1;2;52;2;2;5;500000;56
2025;12;3;1;2;27;3;1;5;;
2025;12;4;1;1;23;3;1;4;2000000;5
2025;12;5;1;1;16;3;1;4;;
2025;12;1;1;1;30;1;2;5;350000;1
2025;12;2;1;2;37;2;3;3;;
2025;12;3;1;1;7;3;1;3;;
2025;12;1;1;2;74;1;3;3;;
2025;12;2;1;2;43;3;1;3;500000;1
2025;12;3;1;1;16;8;1;5;;
2025;12;1;1;1;63;1;3;3;2000000;5
2025;12;2;1;2;57;2;2;3;;
2025;12;1;1;1;43;1;2;3;;
2025;12;2;1;2;43;2;2;5;;
2025;12;3;1;2;22;3;1;10;;
2025;12;4;1;1;18;3;1;10;;
2025;12;5;1;2;15;3;1;5;;
2025;12;1;1;1;37;1;2;3;2000000;5
2025;12;2;1;2;32;2;2;5;;
2025;12;3;1;1;14;3;1;4;;
2025;12;4;1;1;7;3;1;3;;
2025;12;1;1;2;73;1;3;3;;
2025;12;1;1;1;75;1;2;3;;
2025;12;2;1;2;70;2;3;3;;
2025;12;1;1;1;43;1;2;4;1450000;5
2025;12;1;1;1;42;1;2;3;1400000;1
2025;12;2;1;2;38;2;2;5;;
2025;12;3;1;1;18;3;1;5;;
2025;12;4;1;2;13;3;1;4;;
2025;12;1;1;2;101;1;3;1;;
2025;12;1;1;2;84;1;3;3;200000;47
2025;12;1;1;1;48;1;3;6;3000000;47
2025;12;1;1;1;64;1;2;12;7000000;85
2025;12;2;1;2;66;2;2;11;;
2025;12;3;1;2;33;3;1;9;;
2025;12;1;1;2;85;1;3;4;;
2025;12;1;1;1;68;1;2;12;;
2025;12;1;1;2;52;1;3;5;;
2025;12;2;1;1;24;3;1;10;;
2025;12;1;1;1;65;1;3;3;4900000;47
2025;12;2;1;2;58;2;2;3;500000;47
2025;12;1;1;2;47;1;3;10;1423500;10
2025;12;1;1;1;59;1;3;12;5900000;85
2025;12;1;1;2;39;1;2;9;1400000;47
2025;12;2;1;1;12;3;1;4;;
2025;12;3;1;2;6;3;1;3;;
2025;12;1;1;2;59;1;3;3;;
2025;12;2;1;1;63;2;3;3;;
2025;12;1;1;2;74;1;3;3;;
2025;12;1;1;1;39;1;2;5;1800000;10
2025;12;2;1;2;38;2;2;3;150000;47
2025;12;3;1;1;20;3;1;10;250000;56
2025;12;4;1;2;18;3;1;7;250000;56
2025;12;5;1;1;13;3;1;4;;
2025;12;1;1;1;51;1;3;4;1200000;1
2025;12;1;1;1;50;1;3;5;1973500;47
2025;12;2;1;1;38;6;3;6;2100000;1
2025;12;1;1;1;52;1;2;6;3200000;10
2025;12;2;1;2;44;2;3;5;;
2025;12;3;1;2;19;3;1;10;;
2025;12;4;1;1;0;8;1;;;
2025;12;1;1;2;56;1;2;7;350000;56
2025;12;1;1;1;22;1;2;10;1783500;1
2025;12;1;1;2;31;1;2;5;1423500;47
2025;12;2;1;1;7;3;1;3;;
2025;12;3;1;1;1;3;1;;;
2025;12;1;1;2;35;1;2;5;1423500;86
2025;12;2;1;2;12;3;1;4;;
2025;12;1;1;2;53;1;2;5;;
2025;12;2;1;1;33;3;1;5;1200000;56
2025;12;1;1;1;61;1;3;3;;
2025;12;2;1;2;70;2;3;1;;
2025;12;1;1;2;53;1;3;3;;
2025;12;2;1;1;17;3;1;4;140000;43
2025;12;3;1;2;37;3;1;6;1783500;1
2025;12;4;1;1;17;8;1;4;;
2025;12;1;1;2;35;1;2;10;1800000;61
2025;12;2;1;1;11;3;1;4;;
2025;12;3;1;2;8;3;1;3;;
2025;12;1;1;2;30;1;2;5;900000;96
2025;12;2;1;1;15;3;1;4;;
2025;12;3;1;1;4;3;1;1;;
2025;12;1;1;1;85;1;3;1;;
2025;12;2;1;2;74;2;3;1;;
2025;12;1;1;1;29;1;2;9;;
2025;12;2;1;2;20;2;2;5;460000;47
2025;12;1;1;1;72;1;3;4;240000;47
2025;12;2;1;2;41;2;2;5;;
2025;12;3;1;2;12;3;1;4;;
2025;12;1;1;1;44;1;3;3;1200000;1
2025;12;2;1;2;52;2;2;5;200000;1
2025;12;1;1;2;34;1;2;5;600000;81
2025;12;2;1;2;4;3;1;2;;
2025;12;3;1;1;1;3;1;;;
2025;12;4;1;2;22;13;3;4;1200000;47
2025;12;5;1;1;2;13;1;;;
2025;12;1;1;1;84;1;3;10;;
2025;12;2;1;1;59;3;3;10;1600000;69
2025;12;3;1;2;52;3;3;12;3200000;85
2025;12;4;1;2;11;8;1;4;;
2025;12;1;1;1;38;1;3;6;2073500;56
2025;12;1;1;1;45;1;2;5;1423500;10
2025;12;2;1;2;44;2;2;3;;
2025;12;3;1;2;14;3;1;5;;
2025;12;4;1;1;6;3;1;3;;
2025;12;1;1;1;41;1;2;5;;
2025;12;2;1;2;36;2;2;8;480000;81
2025;12;3;1;1;10;3;1;4;;
2025;12;4;1;2;5;3;1;2;;
2025;12;1;1;1;96;1;3;3;;
2025;12;2;1;2;68;3;3;4;;
2025;12;1;1;2;44;1;2;3;500000;81
2025;12;2;1;2;20;3;1;10;1100000;97
2025;12;1;1;2;66;1;3;8;1280000;97
2025;12;1;1;2;25;1;1;10;1423500;1
2025;12;2;1;2;50;4;2;5;;
2025;12;1;1;2;62;1;3;4;1400000;97
2025;12;1;1;2;53;1;2;9;;
2025;12;2;1;1;53;2;3;6;900000;41
2025;12;1;1;1;49;1;2;10;1423500;71
2025;12;2;1;2;47;2;1;9;1423500;71
2025;12;3;1;1;12;3;1;4;;
2025;12;4;1;2;70;5;3;3;;
2025;12;1;1;1;62;1;3;3;700000;49
2025;12;2;1;2;65;2;2;3;;
2025;12;1;1;1;73;1;3;3;100000;41
2025;12;1;1;1;66;1;3;3;;
2025;12;2;1;2;78;2;3;3;;
2025;12;1;1;1;49;1;2;5;1423500;49
2025;12;2;1;2;46;2;2;5;240000;97
2025;12;3;1;1;10;3;1;3;;
2025;12;1;1;1;66;1;3;3;;
2025;12;2;1;1;24;3;3;4;150000;10
2025;12;1;1;1;58;1;2;4;1600000;41
2025;12;2;1;2;52;2;2;5;;
2025;12;1;1;2;47;1;1;3;;
2025;12;2;1;2;25;3;1;5;;
2025;12;3;1;2;78;4;3;1;;
2025;12;4;1;1;85;4;3;3;;
2025;12;1;1;2;62;1;3;1;;
2025;12;2;1;2;46;3;1;3;440000;56
2025;12;1;1;2;29;1;2;8;1200000;47
2025;12;1;1;2;68;1;3;3;;
